SA2 Code 2018,SA2 2018,DHB of residence,Ethnicity,Population,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster recieved,Partially vaccinated uptake,Fully vaccinated uptake,Booster uptake
199200,Pukehangi South,Lakes,Maori,486,450,435,273,171,93%,90%,63%
199200,Pukehangi South,Lakes,Pacific Peoples,46,43,42,27,18,93%,91%,67%
199400,Koutu,Lakes,Maori,"1,173","1,042",991,578,318,89%,84%,55%
199400,Koutu,Lakes,Pacific Peoples,64,53,51,36,20,83%,80%,56%
199500,Mangakakahi West,Lakes,Maori,795,713,674,365,169,90%,85%,46%
199500,Mangakakahi West,Lakes,Pacific Peoples,80,Masked,Masked,57,30,>95%,>95%,53%
199600,Sunnybrook,Lakes,Maori,460,421,406,263,142,92%,88%,54%
199700,Fordlands,Lakes,Maori,"1,259","1,121","1,024",468,223,89%,81%,48%
199700,Fordlands,Lakes,Pacific Peoples,156,Masked,144,86,44,>95%,92%,51%
199800,Kuirau,Lakes,Maori,500,436,413,271,162,87%,83%,60%
199900,Utuhina,Lakes,Maori,417,Masked,388,268,153,>95%,93%,57%
199900,Utuhina,Lakes,Pacific Peoples,75,61,60,51,26,81%,80%,51%
2e+05,Pomare,Lakes,Maori,313,Masked,286,181,116,>95%,91%,64%
200100,Rotorua Central,Lakes,Maori,181,152,143,81,45,84%,79%,56%
200200,Hillcrest (Rotorua District),Lakes,Maori,538,476,457,249,137,88%,85%,55%
200200,Hillcrest (Rotorua District),Lakes,Pacific Peoples,41,Masked,Masked,27,10,>95%,>95%,37%
200300,Victoria,Lakes,Maori,619,536,506,346,204,87%,82%,59%
200300,Victoria,Lakes,Pacific Peoples,82,69,65,51,24,84%,79%,47%
200400,Waiohewa,Lakes,Maori,255,233,228,153,93,91%,89%,61%
200500,Glenholme North,Lakes,Maori,889,735,687,403,229,83%,77%,57%
200500,Glenholme North,Lakes,Pacific Peoples,100,94,93,60,32,94%,93%,53%
200600,Springfield South,Lakes,Maori,290,265,259,170,105,91%,89%,62%
200700,Springfield North,Lakes,Maori,278,262,256,189,120,94%,92%,63%
200800,Glenholme South,Lakes,Maori,345,325,313,205,123,94%,91%,60%
200800,Glenholme South,Lakes,Pacific Peoples,45,41,40,25,13,91%,89%,52%
200900,Owhata West,Lakes,Maori,"1,068",922,870,499,256,86%,81%,51%
200900,Owhata West,Lakes,Pacific Peoples,48,Masked,45,37,20,>95%,94%,54%
201000,Holdens Bay-Rotokawa,Lakes,Maori,407,370,343,202,96,91%,84%,48%
201100,Ngapuna,Lakes,Maori,259,238,229,119,71,92%,88%,60%
201200,Fenton Park,Lakes,Maori,504,458,430,271,168,91%,85%,62%
201200,Fenton Park,Lakes,Pacific Peoples,44,Masked,Masked,40,15,>95%,>95%,38%
201300,Tihiotonga-Whakarewarewa,Lakes,Maori,259,233,224,150,104,90%,86%,69%
201400,Owhata East,Lakes,Maori,954,869,832,506,291,91%,87%,58%
201400,Owhata East,Lakes,Pacific Peoples,58,Masked,Masked,40,25,>95%,>95%,62%
201500,Lynmore,Lakes,Maori,349,Masked,Masked,225,159,>95%,>95%,71%
201600,Ngakuru,Lakes,Maori,219,191,188,114,60,87%,86%,53%
201700,Kaingaroa-Whakarewarewa,Lakes,Maori,435,335,315,179,86,77%,72%,48%
201800,Golden Springs,Lakes,Maori,313,283,270,145,57,90%,86%,39%
201900,Manawahe,Bay of Plenty,Maori,206,171,163,94,50,83%,79%,53%
202000,Matata-Otakiri,Bay of Plenty,Maori,474,405,391,235,125,85%,82%,53%
202100,Onepu Spring,Bay of Plenty,Maori,388,333,320,202,115,86%,82%,57%
202200,Edgecumbe,Bay of Plenty,Maori,634,573,543,328,177,90%,86%,54%
202300,Thornton-Awakeri,Bay of Plenty,Maori,632,550,526,336,184,87%,83%,55%
202400,Te Teko Lakes,Bay of Plenty,Maori,"1,125",978,929,495,220,87%,83%,44%
202500,Coastlands,Bay of Plenty,Maori,636,556,534,343,190,87%,84%,55%
202600,Whakatane West,Bay of Plenty,Maori,"1,308","1,115","1,029",582,296,85%,79%,51%
202600,Whakatane West,Bay of Plenty,Pacific Peoples,51,47,47,27,18,92%,92%,67%
202700,Whakatane Central,Bay of Plenty,Maori,"1,101",950,907,564,318,86%,82%,56%
202700,Whakatane Central,Bay of Plenty,Pacific Peoples,54,48,48,40,23,89%,89%,57%
202800,Trident,Bay of Plenty,Maori,"1,177",971,906,474,241,82%,77%,51%
202800,Trident,Bay of Plenty,Pacific Peoples,47,Masked,Masked,37,16,>95%,>95%,43%
202900,Allandale,Bay of Plenty,Maori,764,634,608,374,225,83%,80%,60%
203000,Mokorua Bush,Bay of Plenty,Maori,145,135,134,83,44,93%,92%,53%
203100,Wainui ,Bay of Plenty,Maori,731,583,538,309,165,80%,74%,53%
203200,Ohope,Bay of Plenty,Maori,343,308,304,228,165,90%,89%,72%
203400,Galatea,Bay of Plenty,Maori,543,436,414,223,96,80%,76%,43%
203500,Waingarara-Waimana,Bay of Plenty,Maori,"1,470","1,179","1,082",565,244,80%,74%,43%
203600,Murupara,Bay of Plenty,Maori,"1,258",899,816,396,175,71%,65%,44%
203700,Monika Reserve,Bay of Plenty,Maori,"1,446","1,283","1,225",692,350,89%,85%,51%
203900,Tarawera Park,Bay of Plenty,Maori,"2,016","1,736","1,598",840,407,86%,79%,48%
203900,Tarawera Park,Bay of Plenty,Pacific Peoples,58,54,47,28,20,93%,81%,71%
204100,Waiotahi,Bay of Plenty,Maori,486,410,394,252,150,84%,81%,60%
204200,Cape Runaway,Bay of Plenty,Maori,885,Masked,Masked,626,420,>95%,>95%,67%
204300,Woodlands,Bay of Plenty,Maori,331,293,282,191,99,89%,85%,52%
204400,Opotiki,Bay of Plenty,Maori,"2,134","1,725","1,558",897,432,81%,73%,48%
204400,Opotiki,Bay of Plenty,Pacific Peoples,74,Masked,Masked,113,20,>95%,>95%,18%
204500,Otara-Tirohanga ,Bay of Plenty,Maori,506,393,365,243,144,78%,72%,59%
204600,Oponae,Bay of Plenty,Maori,132,104,94,67,16,79%,71%,24%
204700,East Cape,Tairawhiti,Maori,989,876,834,589,337,89%,84%,57%
204800,Waipaoa,Tairawhiti,Maori,885,746,703,437,221,84%,79%,51%
204900,Ruatoria-Raukumara,Tairawhiti,Maori,927,799,757,484,250,86%,82%,52%
205000,Tokomaru,Tairawhiti,Maori,677,605,586,434,290,89%,87%,67%
205100,Hangaroa,Tairawhiti,Maori,429,375,361,241,130,87%,84%,54%
205200,Wharekaka,Tairawhiti,Maori,925,866,823,533,336,94%,89%,63%
205300,Te Arai,Tairawhiti,Maori,547,504,480,328,219,92%,88%,67%
205400,Hexton,Tairawhiti,Maori,501,460,442,256,153,92%,88%,60%
205400,Hexton,Tairawhiti,Pacific Peoples,64,Masked,Masked,77,35,>95%,>95%,45%
205500,Lytton,Tairawhiti,Maori,228,209,199,132,86,92%,87%,65%
205600,Makaraka-Awapuni,Tairawhiti,Maori,343,297,279,189,108,87%,81%,57%
205600,Makaraka-Awapuni,Tairawhiti,Pacific Peoples,40,Masked,Masked,44,34,>95%,>95%,77%
205700,Riverdale,Tairawhiti,Maori,390,365,354,257,151,94%,91%,59%
205800,Te Hapara North,Tairawhiti,Maori,658,589,565,367,213,90%,86%,58%
205800,Te Hapara North,Tairawhiti,Pacific Peoples,51,Masked,Masked,50,31,>95%,>95%,62%
205900,Mangapapa North,Tairawhiti,Maori,519,486,457,285,153,94%,88%,54%
206000,Elgin,Tairawhiti,Maori,"1,422","1,256","1,171",662,362,88%,82%,55%
206000,Elgin,Tairawhiti,Pacific Peoples,87,Masked,Masked,56,30,>95%,>95%,54%
206100,Te Hapara South,Tairawhiti,Maori,947,851,805,420,210,90%,85%,50%
206100,Te Hapara South,Tairawhiti,Pacific Peoples,75,Masked,Masked,55,24,>95%,>95%,44%
206200,Mangapapa East,Tairawhiti,Maori,356,315,308,192,116,88%,87%,60%
206300,Mangapapa South,Tairawhiti,Maori,741,680,641,372,192,92%,87%,52%
206300,Mangapapa South,Tairawhiti,Pacific Peoples,45,Masked,42,30,14,>95%,93%,47%
206400,Te Hapara East,Tairawhiti,Maori,711,669,642,397,221,94%,90%,56%
206400,Te Hapara East,Tairawhiti,Pacific Peoples,52,49,48,35,22,94%,92%,63%
206500,Centennial Crescent,Tairawhiti,Maori,721,658,630,354,177,91%,87%,50%
206500,Centennial Crescent,Tairawhiti,Pacific Peoples,46,Masked,Masked,36,21,>95%,>95%,58%
206600,Whataupoko East,Tairawhiti,Maori,293,Masked,276,174,102,>95%,94%,59%
206700,Whataupoko West,Tairawhiti,Maori,441,Masked,408,260,152,>95%,93%,58%
206800,Gisborne Central,Tairawhiti,Maori,110,92,90,46,28,84%,82%,61%
206900,Kaiti North,Tairawhiti,Maori,729,665,649,453,261,91%,89%,58%
207000,Kaiti South,Tairawhiti,Maori,"1,676","1,506","1,421",791,390,90%,85%,49%
207000,Kaiti South,Tairawhiti,Pacific Peoples,166,Masked,Masked,126,56,>95%,>95%,44%
207100,Outer Kaiti,Tairawhiti,Maori,"1,620","1,446","1,343",660,320,89%,83%,48%
207100,Outer Kaiti,Tairawhiti,Pacific Peoples,85,Masked,Masked,45,12,>95%,>95%,27%
207200,Tamarau,Tairawhiti,Maori,"1,464","1,316","1,245",741,387,90%,85%,52%
207200,Tamarau,Tairawhiti,Pacific Peoples,52,Masked,Masked,35,13,>95%,>95%,37%
207300,Wainui-Okitu,Tairawhiti,Maori,233,209,205,147,93,90%,88%,63%
207400,Maungataniwha-Raupunga,Hawke's Bay,Maori,489,388,359,234,131,79%,73%,56%
207600,Frasertown-Ruakituri,Hawke's Bay,Maori,260,238,230,154,85,92%,88%,55%
207700,Whakaki,Hawke's Bay,Maori,398,377,363,259,162,95%,91%,63%
207800,Wairoa,Hawke's Bay,Maori,"2,493","2,142","2,024",1353,741,86%,81%,55%
207800,Wairoa,Hawke's Bay,Pacific Peoples,51,Masked,Masked,38,23,>95%,>95%,61%
207900,Mahia,Hawke's Bay,Maori,544,483,466,325,190,89%,86%,58%
208000,Puketitiri-Tutira,Hawke's Bay,Maori,303,278,260,135,66,92%,86%,49%
208100,Sherenden-Crownthorpe,Hawke's Bay,Maori,85,Masked,78,45,23,>95%,92%,51%
208200,Maraekakaho,Hawke's Bay,Maori,114,104,101,70,30,91%,89%,43%
208300,Puketapu-Eskdale,Hawke's Bay,Maori,281,256,244,172,104,91%,87%,60%
208400,Omahu-Pakowhai,Hawke's Bay,Maori,472,422,394,219,110,89%,83%,50%
208400,Omahu-Pakowhai,Hawke's Bay,Pacific Peoples,55,Masked,Masked,192,134,>95%,>95%,70%
208500,Bridge Pa,Hawke's Bay,Maori,530,477,447,260,99,90%,84%,38%
208600,Twyford,Hawke's Bay,Maori,115,Masked,Masked,62,35,>95%,>95%,56%
208700,Poukawa,Hawke's Bay,Maori,260,242,234,140,83,93%,90%,59%
208800,Flaxmere West,Hawke's Bay,Maori,"1,230","1,101","1,020",494,222,90%,83%,45%
208800,Flaxmere West,Hawke's Bay,Pacific Peoples,476,Masked,449,269,93,>95%,94%,35%
209000,Lochain Park,Hawke's Bay,Maori,"1,327","1,131","1,052",534,260,85%,79%,49%
209000,Lochain Park,Hawke's Bay,Pacific Peoples,425,Masked,Masked,250,104,>95%,>95%,42%
209100,Flaxmere Park,Hawke's Bay,Maori,"1,179","1,061","1,016",583,287,90%,86%,49%
209100,Flaxmere Park,Hawke's Bay,Pacific Peoples,299,Masked,Masked,199,84,>95%,>95%,42%
209200,Flaxmere South,Hawke's Bay,Maori,"1,234","1,089","1,016",553,265,88%,82%,48%
209200,Flaxmere South,Hawke's Bay,Pacific Peoples,390,Masked,365,238,104,>95%,94%,44%
209400,Frimley,Hawke's Bay,Maori,295,271,262,172,113,92%,89%,66%
209400,Frimley,Hawke's Bay,Pacific Peoples,75,Masked,Masked,130,87,>95%,>95%,67%
209500,Camberley,Hawke's Bay,Maori,941,840,785,379,173,89%,83%,46%
209500,Camberley,Hawke's Bay,Pacific Peoples,295,Masked,274,184,91,>95%,93%,49%
209600,Clive,Hawke's Bay,Maori,359,319,311,210,126,89%,87%,60%
209600,Clive,Hawke's Bay,Pacific Peoples,44,Masked,Masked,64,35,>95%,>95%,55%
209700,St Leonards,Hawke's Bay,Maori,470,422,396,253,144,90%,84%,57%
209700,St Leonards,Hawke's Bay,Pacific Peoples,111,Masked,Masked,65,37,>95%,>95%,57%
209800,Mahora,Hawke's Bay,Maori,433,394,375,218,124,91%,87%,57%
209800,Mahora,Hawke's Bay,Pacific Peoples,124,Masked,114,82,35,>95%,92%,43%
209900,Raureka,Hawke's Bay,Maori,704,639,600,330,158,91%,85%,48%
209900,Raureka,Hawke's Bay,Pacific Peoples,197,Masked,Masked,119,51,>95%,>95%,43%
210000,Cornwall Park,Hawke's Bay,Maori,582,514,469,299,162,88%,81%,54%
210000,Cornwall Park,Hawke's Bay,Pacific Peoples,111,Masked,102,74,35,>95%,92%,47%
210100,Tomoana,Hawke's Bay,Maori,123,108,102,67,42,88%,83%,63%
210200,Longlands-Pukahu,Hawke's Bay,Maori,271,256,248,159,94,94%,92%,59%
210300,Raceway Park,Hawke's Bay,Maori,363,343,324,183,101,94%,89%,55%
210300,Raceway Park,Hawke's Bay,Pacific Peoples,87,Masked,Masked,155,77,>95%,>95%,50%
210400,Karamu,Hawke's Bay,Maori,406,377,364,215,136,93%,90%,63%
210500,Hastings Central,Hawke's Bay,Maori,105,93,87,46,30,89%,83%,65%
210600,Tomoana Crossing,Hawke's Bay,Maori,501,437,414,241,150,87%,83%,62%
210600,Tomoana Crossing,Hawke's Bay,Pacific Peoples,76,Masked,Masked,57,31,>95%,>95%,54%
210700,Akina Park,Hawke's Bay,Maori,475,425,406,251,137,89%,85%,55%
210700,Akina Park,Hawke's Bay,Pacific Peoples,51,Masked,Masked,43,20,>95%,>95%,47%
210800,Queens Square,Hawke's Bay,Maori,331,313,308,187,106,95%,93%,57%
210800,Queens Square,Hawke's Bay,Pacific Peoples,47,Masked,44,34,18,>95%,94%,53%
210900,Mayfair,Hawke's Bay,Maori,874,771,726,393,213,88%,83%,54%
210900,Mayfair,Hawke's Bay,Pacific Peoples,131,Masked,Masked,92,34,>95%,>95%,37%
211000,Parkhaven,Hawke's Bay,Maori,534,Masked,476,253,132,>95%,89%,52%
211000,Parkhaven,Hawke's Bay,Pacific Peoples,73,Masked,Masked,56,28,>95%,>95%,50%
211100,Parkvale,Hawke's Bay,Maori,277,259,254,164,83,94%,92%,51%
211200,Mangateretere,Hawke's Bay,Maori,96,85,82,55,27,89%,85%,49%
211300,Haumoana-Te Awanga,Hawke's Bay,Maori,256,233,227,144,79,91%,89%,55%
211400,Lucknow,Hawke's Bay,Maori,338,302,282,167,77,89%,83%,46%
211500,Karanema-St Hill,Hawke's Bay,Maori,98,93,90,66,36,95%,92%,55%
211700,Brookvale,Hawke's Bay,Maori,86,80,79,56,41,93%,92%,73%
211800,Iona,Hawke's Bay,Maori,147,Masked,136,89,51,>95%,93%,57%
211900,Hereworth,Hawke's Bay,Maori,106,Masked,99,69,40,>95%,93%,58%
212100,Havelock Hills,Hawke's Bay,Maori,63,Masked,Masked,48,35,>95%,>95%,73%
212200,Kahuranaki,Hawke's Bay,Maori,219,205,194,126,81,94%,89%,64%
212300,Bay View,Hawke's Bay,Maori,282,259,252,160,77,92%,89%,48%
212400,Poraiti Hills,Hawke's Bay,Maori,52,Masked,Masked,35,25,>95%,>95%,71%
212500,Poraiti Flat,Hawke's Bay,Maori,88,Masked,Masked,64,40,>95%,>95%,62%
212600,Westshore,Hawke's Bay,Maori,150,138,133,81,44,92%,89%,54%
212900,Ahuriri,Hawke's Bay,Maori,109,92,85,54,34,84%,78%,63%
213000,Taradale West,Hawke's Bay,Maori,100,Masked,Masked,65,44,>95%,>95%,68%
213100,Greenmeadows West,Hawke's Bay,Maori,87,Masked,82,59,37,>95%,94%,63%
213200,Taradale South,Hawke's Bay,Maori,234,202,198,137,87,86%,85%,64%
213300,Bluff Hill,Hawke's Bay,Maori,223,200,199,127,72,90%,89%,57%
213400,Hospital Hill,Hawke's Bay,Maori,262,236,229,145,79,90%,87%,54%
213500,Tamatea West,Hawke's Bay,Maori,364,331,313,188,110,91%,86%,59%
213500,Tamatea West,Hawke's Bay,Pacific Peoples,42,Masked,Masked,28,12,>95%,>95%,43%
213600,Tamatea North,Hawke's Bay,Maori,417,373,354,201,96,89%,85%,48%
213600,Tamatea North,Hawke's Bay,Pacific Peoples,42,39,38,23,6,93%,90%,26%
213700,Taradale Central,Hawke's Bay,Maori,266,247,245,120,77,93%,92%,64%
213800,Tamatea East,Hawke's Bay,Maori,350,328,307,174,78,94%,88%,45%
213900,Marewa West,Hawke's Bay,Maori,203,180,175,108,55,89%,86%,51%
214000,Greenmeadows Central,Hawke's Bay,Maori,118,Masked,Masked,76,44,>95%,>95%,58%
214100,Onekawa Central,Hawke's Bay,Maori,212,Masked,198,123,73,>95%,93%,59%
214200,Pirimai West,Hawke's Bay,Maori,281,Masked,264,156,82,>95%,94%,53%
214300,Napier Central,Hawke's Bay,Maori,129,122,116,61,27,95%,90%,44%
214400,Greenmeadows South,Hawke's Bay,Maori,322,300,288,175,105,93%,89%,60%
214500,Nelson Park,Hawke's Bay,Maori,308,281,273,159,89,91%,89%,56%
214500,Nelson Park,Hawke's Bay,Pacific Peoples,43,Masked,Masked,28,15,>95%,>95%,54%
214600,Bledisloe Park,Hawke's Bay,Maori,239,Masked,Masked,152,90,>95%,>95%,59%
214700,Pirimai East,Hawke's Bay,Maori,443,Masked,412,212,103,>95%,93%,49%
214700,Pirimai East,Hawke's Bay,Pacific Peoples,51,Masked,Masked,35,19,>95%,>95%,54%
214800,Onekawa East,Hawke's Bay,Maori,491,416,379,201,96,85%,77%,48%
214800,Onekawa East,Hawke's Bay,Pacific Peoples,80,Masked,Masked,39,9,>95%,>95%,23%
214900,Tareha Reserve,Hawke's Bay,Maori,349,331,321,193,105,95%,92%,54%
214900,Tareha Reserve,Hawke's Bay,Pacific Peoples,43,37,37,27,14,86%,86%,52%
215000,Marewa East,Hawke's Bay,Maori,"1,018",893,844,444,215,88%,83%,48%
215000,Marewa East,Hawke's Bay,Pacific Peoples,90,85,77,52,20,94%,86%,38%
215100,Onekawa South,Hawke's Bay,Maori,957,836,771,394,170,87%,81%,43%
215100,Onekawa South,Hawke's Bay,Pacific Peoples,123,Masked,116,77,30,>95%,94%,39%
215200,McLean Park,Hawke's Bay,Maori,386,363,355,217,117,94%,92%,54%
215300,Maraenui,Hawke's Bay,Maori,"1,572","1,346","1,247",592,262,86%,79%,44%
215300,Maraenui,Hawke's Bay,Pacific Peoples,321,Masked,Masked,235,107,>95%,>95%,46%
215400,Meeanee-Awatoto,Hawke's Bay,Maori,349,327,318,213,125,94%,91%,59%
215400,Meeanee-Awatoto,Hawke's Bay,Pacific Peoples,59,Masked,Masked,76,44,>95%,>95%,58%
215500,Mangaonuku,Hawke's Bay,Maori,120,Masked,114,72,40,>95%,95%,56%
215600,Makaretu,Hawke's Bay,Maori,341,319,296,194,122,94%,87%,63%
215700,Waipawa,Hawke's Bay,Maori,351,327,310,192,100,93%,88%,52%
215700,Waipawa,Hawke's Bay,Pacific Peoples,45,42,42,27,15,93%,93%,56%
215800,Waipukurau West,Hawke's Bay,Maori,507,473,442,264,129,93%,87%,49%
215900,Mangarara,Hawke's Bay,Maori,349,331,324,203,111,95%,93%,55%
216000,Waipukurau East,Hawke's Bay,Maori,375,353,333,201,93,94%,89%,46%
216100,Taurekaitai,Hawke's Bay,Maori,300,257,245,175,100,86%,82%,57%
216300,Spotswood,Taranaki,Maori,654,596,568,318,151,91%,87%,47%
216300,Spotswood,Taranaki,Pacific Peoples,75,68,67,40,12,91%,89%,30%
216400,Omata,Taranaki,Maori,51,48,48,33,15,94%,94%,45%
216500,Oakura,Taranaki,Maori,85,77,75,46,25,91%,88%,54%
216600,Moturoa,Taranaki,Maori,226,205,199,120,60,91%,88%,50%
216700,Kaitake,Taranaki,Maori,146,120,113,61,26,82%,77%,43%
216800,Blagdon-Lynmouth,Taranaki,Maori,346,321,302,179,91,93%,87%,51%
216800,Blagdon-Lynmouth,Taranaki,Pacific Peoples,56,Masked,Masked,41,23,>95%,>95%,56%
216900,Kawaroa,Taranaki,Maori,216,203,195,120,75,94%,90%,62%
217000,New Plymouth Central,Taranaki,Maori,142,122,117,78,45,86%,82%,58%
217100,Marfell,Taranaki,Maori,442,376,361,178,64,85%,82%,36%
217200,Whalers Gate,Taranaki,Maori,117,Masked,110,69,35,>95%,94%,51%
217300,Strandon,Taranaki,Maori,180,168,159,110,55,93%,88%,50%
217400,Westown ,Taranaki,Maori,592,521,487,281,162,88%,82%,58%
217400,Westown ,Taranaki,Pacific Peoples,61,Masked,Masked,38,17,>95%,>95%,45%
217500,Bell Block West,Taranaki,Maori,523,477,456,251,100,91%,87%,40%
217500,Bell Block West,Taranaki,Pacific Peoples,74,65,61,40,16,88%,82%,40%
217600,Bell Block East,Taranaki,Maori,301,276,264,162,76,92%,88%,47%
217600,Bell Block East,Taranaki,Pacific Peoples,56,Masked,Masked,32,14,>95%,>95%,44%
217800,Lower Vogeltown,Taranaki,Maori,304,264,257,173,91,87%,85%,53%
217800,Lower Vogeltown,Taranaki,Pacific Peoples,43,40,40,25,12,93%,93%,48%
217900,Hurdon,Taranaki,Maori,191,Masked,180,112,59,>95%,94%,53%
218000,Frankleigh Park,Taranaki,Maori,248,235,222,132,64,95%,90%,48%
218100,Merrilands,Taranaki,Maori,317,278,262,142,59,88%,83%,42%
218100,Merrilands,Taranaki,Pacific Peoples,47,Masked,Masked,34,9,>95%,>95%,26%
218200,Ferndale,Taranaki,Maori,45,38,38,27,15,84%,84%,56%
218300,Welbourn,Taranaki,Maori,323,297,286,181,82,92%,89%,45%
218400,Fitzroy-Glen Avon,Taranaki,Maori,379,349,339,186,106,92%,89%,57%
218400,Fitzroy-Glen Avon,Taranaki,Pacific Peoples,48,Masked,Masked,32,16,>95%,>95%,50%
218500,Waitara West,Taranaki,Maori,"1,249","1,022",946,500,219,82%,76%,44%
218500,Waitara West,Taranaki,Pacific Peoples,63,Masked,Masked,33,13,>95%,>95%,39%
218600,Upper Vogeltown,Taranaki,Maori,206,187,182,114,49,91%,88%,43%
218700,Highlands Park (New Plymouth District),Taranaki,Maori,153,Masked,Masked,94,67,>95%,>95%,71%
218800,Paraite,Taranaki,Maori,63,Masked,Masked,42,19,>95%,>95%,45%
218900,Waitara East,Taranaki,Maori,896,755,710,407,186,84%,79%,46%
218900,Waitara East,Taranaki,Pacific Peoples,47,Masked,Masked,23,11,>95%,>95%,48%
219000,Lepperton-Brixton,Taranaki,Maori,209,193,186,120,54,92%,89%,45%
219100,Mangorei,Taranaki,Maori,78,58,58,30,20,74%,74%,67%
219200,Mount Messenger,Taranaki,Maori,99,83,77,40,20,84%,78%,50%
219300,Mangaoraka,Taranaki,Maori,88,Masked,Masked,53,23,>95%,>95%,43%
219400,Tikorangi,Taranaki,Maori,257,210,204,119,70,82%,79%,59%
219500,Everett Park,Taranaki,Maori,138,Masked,Masked,78,44,>95%,>95%,56%
219600,Inglewood,Taranaki,Maori,298,281,270,155,76,94%,91%,49%
219700,Tarata,Taranaki,Maori,40,38,36,17,7,95%,90%,41%
219800,Pembroke,Taranaki,Maori,84,66,63,36,18,79%,75%,50%
220000,Toko,Taranaki,Maori,53,45,38,22,9,85%,72%,41%
220100,Stratford North,Taranaki,Maori,161,140,136,82,45,87%,84%,55%
220300,Stratford Central,Taranaki,Maori,212,175,166,95,56,83%,78%,59%
220400,Stratford South,Taranaki,Maori,204,175,168,95,54,86%,82%,57%
220500,Cape Egmont,Taranaki,Maori,379,324,301,170,85,85%,79%,50%
220600,Taungatara,Taranaki,Maori,122,102,97,45,17,84%,80%,38%
220700,Opunake,Taranaki,Maori,351,320,306,197,92,91%,87%,47%
220800,Kaponga-Mangatoki,Taranaki,Maori,118,101,90,53,24,86%,76%,45%
220900,Manaia-Kapuni,Taranaki,Maori,386,343,324,194,96,89%,84%,49%
221000,Eltham,Taranaki,Maori,358,314,294,173,70,88%,82%,40%
221100,Okaiawa,Taranaki,Maori,194,170,160,101,48,88%,82%,48%
221200,Te Roti-Moeroa,Taranaki,Maori,58,52,50,31,19,90%,86%,61%
221300,Egmont Showgrounds,Taranaki,Maori,215,204,197,141,68,95%,92%,48%
221400,Normanby-Tawhiti,Taranaki,Maori,358,329,315,191,91,92%,88%,48%
221500,Ohangai,Taranaki,Maori,64,52,49,32,19,81%,77%,59%
221600,Turuturu,Taranaki,Maori,342,320,310,208,102,94%,91%,49%
221700,King Edward Park,Taranaki,Maori,293,255,244,149,75,87%,83%,50%
221800,Ramanui,Taranaki,Maori,382,347,326,198,86,91%,85%,43%
221900,Hawera Central,Taranaki,Maori,459,424,402,231,111,92%,88%,48%
222000,Mangawhio,Taranaki,Maori,72,61,59,32,17,85%,82%,53%
222100,Manutahi-Waitotora,Taranaki,Maori,382,335,321,193,109,88%,84%,56%
222200,Patea,Taranaki,Maori,461,429,410,252,119,93%,89%,47%
222300,Otangiwai-Ohura,Waikato,Maori,192,139,121,67,30,72%,63%,45%
222400,Ngapuke,Waikato,Maori,343,264,247,155,86,77%,72%,55%
222500,Taumarunui North,Waikato,Maori,581,491,449,267,137,85%,77%,51%
222600,Taumarunui Central,Waikato,Maori,543,492,466,289,160,91%,86%,55%
222700,Taumarunui East,Waikato,Maori,731,583,528,302,134,80%,72%,44%
222800,National Park,Waikato,Maori,133,117,109,71,37,88%,82%,52%
222900,Tangiwai,Whanganui,Maori,321,265,249,162,97,83%,78%,60%
223000,Raetihi,Whanganui,Maori,527,438,406,219,106,83%,77%,48%
223100,Ohakune,Whanganui,Maori,259,236,229,150,86,91%,88%,57%
223200,Waiouru,Whanganui,Maori,172,Masked,Masked,107,50,>95%,>95%,47%
223300,Upper Whanganui,Whanganui,Maori,351,315,298,193,112,90%,85%,58%
223400,Mowhanau,Whanganui,Maori,130,109,109,73,50,84%,84%,68%
223500,Brunswick-Papaiti,Whanganui,Maori,93,Masked,88,59,43,>95%,95%,73%
223600,Castlecliff West,Whanganui,Maori,457,373,352,185,110,82%,77%,59%
223700,Otamatea (Whanganui District),Whanganui,Maori,85,80,79,53,44,94%,93%,83%
223800,Castlecliff East,Whanganui,Maori,669,544,512,285,162,81%,77%,57%
223800,Castlecliff East,Whanganui,Pacific Peoples,62,57,56,39,20,92%,90%,51%
224000,Lower Aramoho,Whanganui,Maori,481,419,404,231,124,87%,84%,54%
224100,St Johns Hill East,Whanganui,Maori,80,Masked,76,57,44,>95%,95%,77%
224200,St Johns Hill West,Whanganui,Maori,213,194,187,118,93,91%,88%,79%
224300,Titoki,Whanganui,Maori,902,792,744,422,222,88%,82%,53%
224300,Titoki,Whanganui,Pacific Peoples,104,94,92,63,31,90%,88%,49%
224400,Springvale West,Whanganui,Maori,197,182,175,106,71,92%,89%,67%
224400,Springvale West,Whanganui,Pacific Peoples,41,Masked,Masked,30,21,>95%,>95%,70%
224500,Springvale East,Whanganui,Maori,155,141,133,88,59,91%,86%,67%
224600,Upper Aramoho,Whanganui,Maori,501,451,424,273,153,90%,85%,56%
224700,Balgownie,Whanganui,Maori,40,37,35,25,11,92%,88%,44%
224800,Laird Park,Whanganui,Maori,549,454,424,252,136,83%,77%,54%
224800,Laird Park,Whanganui,Pacific Peoples,63,52,52,37,24,83%,83%,65%
224900,Wembley Park,Whanganui,Maori,622,509,485,286,153,82%,78%,53%
225000,College Estate,Whanganui,Maori,191,178,176,111,70,93%,92%,63%
225100,Whanganui East-Williams Domain,Whanganui,Maori,420,359,338,190,100,85%,80%,53%
225200,Gonville West,Whanganui,Maori,649,530,485,275,139,82%,75%,51%
