SA2 Code 2018,SA2 2018,DHB of residence,Ethnicity,Population,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster recieved,Partially vaccinated uptake,Fully vaccinated uptake,Booster uptake
205500,Lytton,Tairawhiti,Maori,230,209,199,122,76,91%,87%,62%
205600,Makaraka-Awapuni,Tairawhiti,Maori,342,294,276,175,86,86%,81%,49%
205600,Makaraka-Awapuni,Tairawhiti,Pacific Peoples,40,Masked,Masked,43,6,>95%,>95%,14%
205700,Riverdale,Tairawhiti,Maori,390,363,353,244,125,93%,91%,51%
205800,Te Hapara North,Tairawhiti,Maori,658,587,565,341,167,89%,86%,49%
205800,Te Hapara North,Tairawhiti,Pacific Peoples,51,Masked,Masked,48,29,>95%,>95%,60%
205900,Mangapapa North,Tairawhiti,Maori,520,486,456,275,136,93%,88%,49%
206000,Elgin,Tairawhiti,Maori,"1,417","1,239","1,147",608,285,87%,81%,47%
206000,Elgin,Tairawhiti,Pacific Peoples,87,Masked,Masked,48,25,>95%,>95%,52%
206100,Te Hapara South,Tairawhiti,Maori,946,845,790,396,172,89%,84%,43%
206100,Te Hapara South,Tairawhiti,Pacific Peoples,76,Masked,Masked,54,19,>95%,>95%,35%
206200,Mangapapa East,Tairawhiti,Maori,354,314,307,177,90,89%,87%,51%
206300,Mangapapa South,Tairawhiti,Maori,741,675,637,340,145,91%,86%,43%
206300,Mangapapa South,Tairawhiti,Pacific Peoples,45,Masked,42,26,12,>95%,93%,46%
206400,Te Hapara East,Tairawhiti,Maori,710,665,636,371,185,94%,90%,50%
206400,Te Hapara East,Tairawhiti,Pacific Peoples,52,Masked,49,34,17,>95%,94%,50%
206500,Centennial Crescent,Tairawhiti,Maori,721,655,625,330,151,91%,87%,46%
206500,Centennial Crescent,Tairawhiti,Pacific Peoples,45,Masked,Masked,35,20,>95%,>95%,57%
206600,Whataupoko East,Tairawhiti,Maori,294,Masked,277,166,78,>95%,94%,47%
206700,Whataupoko West,Tairawhiti,Maori,440,418,406,252,135,95%,92%,54%
206800,Gisborne Central,Tairawhiti,Maori,110,91,88,47,25,83%,80%,53%
206900,Kaiti North,Tairawhiti,Maori,722,655,640,420,206,91%,89%,49%
207000,Kaiti South,Tairawhiti,Maori,"1,679","1,498","1,408",735,321,89%,84%,44%
207000,Kaiti South,Tairawhiti,Pacific Peoples,165,Masked,Masked,116,44,>95%,>95%,38%
207100,Outer Kaiti,Tairawhiti,Maori,"1,618","1,422","1,328",605,250,88%,82%,41%
207100,Outer Kaiti,Tairawhiti,Pacific Peoples,85,Masked,Masked,40,4,>95%,>95%,10%
207200,Tamarau,Tairawhiti,Maori,"1,470","1,312","1,229",674,326,89%,84%,48%
207200,Tamarau,Tairawhiti,Pacific Peoples,52,Masked,49,34,8,>95%,94%,24%
207300,Wainui-Okitu,Tairawhiti,Maori,233,204,200,136,85,88%,86%,62%
207400,Maungataniwha-Raupunga,Hawke's Bay,Maori,490,380,351,224,112,78%,72%,50%
207600,Frasertown-Ruakituri,Hawke's Bay,Maori,259,238,228,149,72,92%,88%,48%
207700,Whakaki,Hawke's Bay,Maori,396,376,362,255,153,95%,91%,60%
207800,Wairoa,Hawke's Bay,Maori,"2,499","2,126","2,008",1300,670,85%,80%,52%
207800,Wairoa,Hawke's Bay,Pacific Peoples,51,Masked,Masked,38,20,>95%,>95%,53%
207900,Mahia,Hawke's Bay,Maori,540,478,459,321,161,89%,85%,50%
208000,Puketitiri-Tutira,Hawke's Bay,Maori,302,278,258,121,50,92%,85%,41%
208100,Sherenden-Crownthorpe,Hawke's Bay,Maori,85,Masked,78,43,18,>95%,92%,42%
208200,Maraekakaho,Hawke's Bay,Maori,114,103,100,68,24,90%,88%,35%
208300,Puketapu-Eskdale,Hawke's Bay,Maori,282,257,242,165,81,91%,86%,49%
208400,Omahu-Pakowhai,Hawke's Bay,Maori,474,419,390,205,90,88%,82%,44%
208400,Omahu-Pakowhai,Hawke's Bay,Pacific Peoples,55,Masked,Masked,191,123,>95%,>95%,64%
208500,Bridge Pa,Hawke's Bay,Maori,530,465,436,236,67,88%,82%,28%
208600,Twyford,Hawke's Bay,Maori,114,Masked,Masked,56,30,>95%,>95%,54%
208700,Poukawa,Hawke's Bay,Maori,259,239,232,134,68,92%,90%,51%
208800,Flaxmere West,Hawke's Bay,Maori,"1,233","1,098","1,003",452,179,89%,81%,40%
208800,Flaxmere West,Hawke's Bay,Pacific Peoples,478,Masked,446,262,70,>95%,93%,27%
209000,Lochain Park,Hawke's Bay,Maori,"1,332","1,122","1,035",498,214,84%,78%,43%
209000,Lochain Park,Hawke's Bay,Pacific Peoples,423,Masked,Masked,232,77,>95%,>95%,33%
209100,Flaxmere Park,Hawke's Bay,Maori,"1,177","1,049",999,540,229,89%,85%,42%
209100,Flaxmere Park,Hawke's Bay,Pacific Peoples,300,Masked,Masked,193,72,>95%,>95%,37%
209200,Flaxmere South,Hawke's Bay,Maori,"1,240","1,091","1,010",520,225,88%,81%,43%
209200,Flaxmere South,Hawke's Bay,Pacific Peoples,389,Masked,362,231,84,>95%,93%,36%
209400,Frimley,Hawke's Bay,Maori,297,270,262,160,93,91%,88%,58%
209400,Frimley,Hawke's Bay,Pacific Peoples,73,Masked,Masked,126,71,>95%,>95%,56%
209500,Camberley,Hawke's Bay,Maori,939,825,766,354,135,88%,82%,38%
209500,Camberley,Hawke's Bay,Pacific Peoples,296,Masked,273,177,56,>95%,92%,32%
209600,Clive,Hawke's Bay,Maori,358,317,307,202,103,89%,86%,51%
209600,Clive,Hawke's Bay,Pacific Peoples,43,Masked,Masked,60,29,>95%,>95%,48%
209700,St Leonards,Hawke's Bay,Maori,478,428,398,243,121,90%,83%,50%
209700,St Leonards,Hawke's Bay,Pacific Peoples,111,Masked,104,63,29,>95%,94%,46%
209800,Mahora,Hawke's Bay,Maori,435,392,368,209,99,90%,85%,47%
209800,Mahora,Hawke's Bay,Pacific Peoples,123,Masked,113,74,26,>95%,92%,35%
209900,Raureka,Hawke's Bay,Maori,704,635,592,296,131,90%,84%,44%
209900,Raureka,Hawke's Bay,Pacific Peoples,198,Masked,Masked,115,37,>95%,>95%,32%
210000,Cornwall Park,Hawke's Bay,Maori,587,514,466,286,140,88%,79%,49%
210000,Cornwall Park,Hawke's Bay,Pacific Peoples,111,Masked,100,71,28,>95%,90%,39%
210100,Tomoana,Hawke's Bay,Maori,121,104,98,61,36,86%,81%,59%
210200,Longlands-Pukahu,Hawke's Bay,Maori,271,251,241,146,80,93%,89%,55%
210300,Raceway Park,Hawke's Bay,Maori,363,342,322,177,83,94%,89%,47%
210300,Raceway Park,Hawke's Bay,Pacific Peoples,84,Masked,Masked,134,63,>95%,>95%,47%
210400,Karamu,Hawke's Bay,Maori,408,377,360,205,108,92%,88%,53%
210500,Hastings Central,Hawke's Bay,Maori,105,92,86,46,26,88%,82%,57%
210600,Tomoana Crossing,Hawke's Bay,Maori,499,434,410,225,130,87%,82%,58%
210600,Tomoana Crossing,Hawke's Bay,Pacific Peoples,76,Masked,Masked,56,26,>95%,>95%,46%
210700,Akina Park,Hawke's Bay,Maori,475,420,399,233,112,88%,84%,48%
210700,Akina Park,Hawke's Bay,Pacific Peoples,51,Masked,Masked,41,13,>95%,>95%,32%
210800,Queens Square,Hawke's Bay,Maori,327,307,300,175,88,94%,92%,50%
210800,Queens Square,Hawke's Bay,Pacific Peoples,46,Masked,43,33,16,>95%,93%,48%
210900,Mayfair,Hawke's Bay,Maori,876,767,715,370,174,88%,82%,47%
210900,Mayfair,Hawke's Bay,Pacific Peoples,132,Masked,Masked,90,29,>95%,>95%,32%
211000,Parkhaven,Hawke's Bay,Maori,533,506,468,236,108,95%,88%,46%
211000,Parkhaven,Hawke's Bay,Pacific Peoples,73,Masked,Masked,55,20,>95%,>95%,36%
211100,Parkvale,Hawke's Bay,Maori,274,255,251,151,60,93%,92%,40%
211200,Mangateretere,Hawke's Bay,Maori,96,85,81,49,21,89%,84%,43%
211300,Haumoana-Te Awanga,Hawke's Bay,Maori,256,233,225,137,65,91%,88%,47%
211400,Lucknow,Hawke's Bay,Maori,337,299,276,153,65,89%,82%,42%
211500,Karanema-St Hill,Hawke's Bay,Maori,96,90,87,61,32,94%,91%,52%
211700,Brookvale,Hawke's Bay,Maori,87,80,79,56,38,92%,91%,68%
211800,Iona,Hawke's Bay,Maori,145,Masked,133,83,45,>95%,92%,54%
211900,Hereworth,Hawke's Bay,Maori,107,Masked,100,67,36,>95%,93%,54%
212100,Havelock Hills,Hawke's Bay,Maori,63,Masked,Masked,47,28,>95%,>95%,60%
212200,Kahuranaki,Hawke's Bay,Maori,219,203,192,120,72,93%,88%,60%
212300,Bay View,Hawke's Bay,Maori,283,255,247,148,62,90%,87%,42%
212400,Poraiti Hills,Hawke's Bay,Maori,53,Masked,Masked,36,23,>95%,>95%,64%
212500,Poraiti Flat,Hawke's Bay,Maori,88,Masked,Masked,62,30,>95%,>95%,48%
212600,Westshore,Hawke's Bay,Maori,149,137,130,72,35,92%,87%,49%
212900,Ahuriri,Hawke's Bay,Maori,108,91,83,48,26,84%,77%,54%
213000,Taradale West,Hawke's Bay,Maori,101,Masked,Masked,64,34,>95%,>95%,53%
213100,Greenmeadows West,Hawke's Bay,Maori,88,82,82,54,32,93%,93%,59%
213200,Taradale South,Hawke's Bay,Maori,233,201,196,127,73,86%,84%,57%
213300,Bluff Hill,Hawke's Bay,Maori,225,202,198,119,53,90%,88%,45%
213400,Hospital Hill,Hawke's Bay,Maori,263,236,229,140,65,90%,87%,46%
213500,Tamatea West,Hawke's Bay,Maori,360,324,304,172,78,90%,84%,45%
213500,Tamatea West,Hawke's Bay,Pacific Peoples,43,Masked,Masked,28,11,>95%,>95%,39%
213600,Tamatea North,Hawke's Bay,Maori,418,374,350,183,70,89%,84%,38%
213600,Tamatea North,Hawke's Bay,Pacific Peoples,41,37,37,17,6,90%,90%,35%
213700,Taradale Central,Hawke's Bay,Maori,267,245,242,116,60,92%,91%,52%
213800,Tamatea East,Hawke's Bay,Maori,352,322,304,154,57,91%,86%,37%
213900,Marewa West,Hawke's Bay,Maori,200,176,169,100,43,88%,84%,43%
214000,Greenmeadows Central,Hawke's Bay,Maori,117,Masked,Masked,73,38,>95%,>95%,52%
214100,Onekawa Central,Hawke's Bay,Maori,214,202,196,118,64,94%,92%,54%
214200,Pirimai West,Hawke's Bay,Maori,279,Masked,258,142,58,>95%,92%,41%
214300,Napier Central,Hawke's Bay,Maori,128,118,112,52,17,92%,88%,33%
214400,Greenmeadows South,Hawke's Bay,Maori,322,299,286,166,89,93%,89%,54%
214500,Nelson Park,Hawke's Bay,Maori,307,277,269,154,74,90%,88%,48%
214500,Nelson Park,Hawke's Bay,Pacific Peoples,43,Masked,Masked,27,11,>95%,>95%,41%
214600,Bledisloe Park,Hawke's Bay,Maori,238,Masked,Masked,140,70,>95%,>95%,50%
214700,Pirimai East,Hawke's Bay,Maori,445,Masked,413,197,89,>95%,93%,45%
214700,Pirimai East,Hawke's Bay,Pacific Peoples,51,Masked,Masked,33,15,>95%,>95%,45%
214800,Onekawa East,Hawke's Bay,Maori,487,407,369,183,80,84%,76%,44%
214800,Onekawa East,Hawke's Bay,Pacific Peoples,79,Masked,Masked,37,8,>95%,>95%,22%
214900,Tareha Reserve,Hawke's Bay,Maori,347,327,314,181,82,94%,90%,45%
214900,Tareha Reserve,Hawke's Bay,Pacific Peoples,43,37,37,24,12,86%,86%,50%
215000,Marewa East,Hawke's Bay,Maori,"1,025",895,831,410,176,87%,81%,43%
215000,Marewa East,Hawke's Bay,Pacific Peoples,91,86,75,45,13,95%,82%,29%
215100,Onekawa South,Hawke's Bay,Maori,955,828,761,365,136,87%,80%,37%
215100,Onekawa South,Hawke's Bay,Pacific Peoples,125,118,117,73,24,94%,94%,33%
215200,McLean Park,Hawke's Bay,Maori,383,360,351,194,98,94%,92%,51%
215300,Maraenui,Hawke's Bay,Maori,"1,575","1,337","1,227",551,201,85%,78%,36%
215300,Maraenui,Hawke's Bay,Pacific Peoples,322,Masked,Masked,229,87,>95%,>95%,38%
215400,Meeanee-Awatoto,Hawke's Bay,Maori,347,320,312,203,98,92%,90%,48%
215400,Meeanee-Awatoto,Hawke's Bay,Pacific Peoples,58,Masked,Masked,71,36,>95%,>95%,51%
215500,Mangaonuku,Hawke's Bay,Maori,120,Masked,113,64,27,>95%,94%,42%
215600,Makaretu,Hawke's Bay,Maori,337,314,291,183,85,93%,86%,46%
215700,Waipawa,Hawke's Bay,Maori,351,324,308,169,83,92%,88%,49%
215700,Waipawa,Hawke's Bay,Pacific Peoples,45,41,41,25,10,91%,91%,40%
215800,Waipukurau West,Hawke's Bay,Maori,505,473,433,228,100,94%,86%,44%
215900,Mangarara,Hawke's Bay,Maori,350,332,318,189,88,95%,91%,47%
216000,Waipukurau East,Hawke's Bay,Maori,372,346,327,175,69,93%,88%,39%
216100,Taurekaitai,Hawke's Bay,Maori,299,256,244,163,85,86%,82%,52%
216300,Spotswood,Taranaki,Maori,653,589,559,295,120,90%,86%,41%
216300,Spotswood,Taranaki,Pacific Peoples,74,65,64,36,9,88%,86%,25%
216400,Omata,Taranaki,Maori,51,Masked,47,32,10,>95%,92%,31%
216500,Oakura,Taranaki,Maori,85,77,75,44,19,91%,88%,43%
216600,Moturoa,Taranaki,Maori,229,204,197,112,47,89%,86%,42%
216700,Kaitake,Taranaki,Maori,145,114,108,57,19,79%,74%,33%
216800,Blagdon-Lynmouth,Taranaki,Maori,349,320,301,161,75,92%,86%,47%
216800,Blagdon-Lynmouth,Taranaki,Pacific Peoples,56,Masked,Masked,39,22,>95%,>95%,56%
216900,Kawaroa,Taranaki,Maori,218,203,195,110,58,93%,89%,53%
217000,New Plymouth Central,Taranaki,Maori,142,122,117,76,35,86%,82%,46%
217100,Marfell,Taranaki,Maori,440,372,354,160,45,85%,80%,28%
217200,Whalers Gate,Taranaki,Maori,117,Masked,110,68,32,>95%,94%,47%
217300,Strandon,Taranaki,Maori,182,168,158,104,45,92%,87%,43%
217400,Westown ,Taranaki,Maori,589,513,481,260,127,87%,82%,49%
217400,Westown ,Taranaki,Pacific Peoples,62,Masked,Masked,34,11,>95%,>95%,32%
217500,Bell Block West,Taranaki,Maori,521,471,445,229,71,90%,85%,31%
217500,Bell Block West,Taranaki,Pacific Peoples,75,65,60,33,12,87%,80%,36%
217600,Bell Block East,Taranaki,Maori,302,274,261,145,62,91%,86%,43%
217600,Bell Block East,Taranaki,Pacific Peoples,56,Masked,Masked,30,12,>95%,>95%,40%
217800,Lower Vogeltown,Taranaki,Maori,302,261,254,158,76,86%,84%,48%
217800,Lower Vogeltown,Taranaki,Pacific Peoples,43,40,40,23,9,93%,93%,39%
217900,Hurdon,Taranaki,Maori,191,Masked,177,108,47,>95%,93%,44%
218000,Frankleigh Park,Taranaki,Maori,247,234,218,123,51,95%,88%,41%
218100,Merrilands,Taranaki,Maori,317,276,261,122,52,87%,82%,43%
218100,Merrilands,Taranaki,Pacific Peoples,47,Masked,Masked,32,3,>95%,>95%,9%
218200,Ferndale,Taranaki,Maori,46,39,39,26,13,85%,85%,50%
218300,Welbourn,Taranaki,Maori,321,294,282,167,59,92%,88%,35%
218400,Fitzroy-Glen Avon,Taranaki,Maori,379,350,339,169,85,92%,89%,50%
218400,Fitzroy-Glen Avon,Taranaki,Pacific Peoples,48,Masked,Masked,32,11,>95%,>95%,34%
218500,Waitara West,Taranaki,Maori,"1,250","1,008",933,447,170,81%,75%,38%
218500,Waitara West,Taranaki,Pacific Peoples,63,Masked,Masked,30,13,>95%,>95%,43%
218600,Upper Vogeltown,Taranaki,Maori,205,183,176,104,36,89%,86%,35%
218700,Highlands Park (New Plymouth District),Taranaki,Maori,152,Masked,Masked,89,55,>95%,>95%,62%
218800,Paraite,Taranaki,Maori,63,Masked,Masked,41,16,>95%,>95%,39%
218900,Waitara East,Taranaki,Maori,899,747,701,362,142,83%,78%,39%
218900,Waitara East,Taranaki,Pacific Peoples,46,Masked,Masked,21,6,>95%,>95%,29%
219000,Lepperton-Brixton,Taranaki,Maori,209,193,183,110,41,92%,88%,37%
219100,Mangorei,Taranaki,Maori,76,55,53,26,13,72%,70%,50%
219200,Mount Messenger,Taranaki,Maori,100,83,77,37,14,83%,77%,38%
219300,Mangaoraka,Taranaki,Maori,88,Masked,Masked,49,19,>95%,>95%,39%
219400,Tikorangi,Taranaki,Maori,258,211,203,111,57,82%,79%,51%
219500,Everett Park,Taranaki,Maori,137,Masked,Masked,72,35,>95%,>95%,49%
219600,Inglewood,Taranaki,Maori,297,278,269,130,56,94%,91%,43%
219700,Tarata,Taranaki,Maori,40,38,35,16,4,95%,88%,25%
219800,Pembroke,Taranaki,Maori,83,66,63,30,17,80%,76%,57%
220000,Toko,Taranaki,Maori,53,46,39,17,10,87%,74%,59%
220100,Stratford North,Taranaki,Maori,160,137,135,76,34,86%,84%,45%
220300,Stratford Central,Taranaki,Maori,213,176,165,85,45,83%,77%,53%
220400,Stratford South,Taranaki,Maori,205,173,164,89,44,84%,80%,49%
220500,Cape Egmont,Taranaki,Maori,381,323,300,159,64,85%,79%,40%
220600,Taungatara,Taranaki,Maori,119,100,94,39,13,84%,79%,33%
220700,Opunake,Taranaki,Maori,352,320,304,188,73,91%,86%,39%
220800,Kaponga-Mangatoki,Taranaki,Maori,120,99,89,46,16,82%,74%,35%
220900,Manaia-Kapuni,Taranaki,Maori,385,340,318,178,78,88%,83%,44%
221000,Eltham,Taranaki,Maori,356,307,286,159,46,86%,80%,29%
221100,Okaiawa,Taranaki,Maori,194,171,160,95,42,88%,82%,44%
221200,Te Roti-Moeroa,Taranaki,Maori,61,54,53,28,17,89%,87%,61%
221300,Egmont Showgrounds,Taranaki,Maori,214,201,191,131,49,94%,89%,37%
221400,Normanby-Tawhiti,Taranaki,Maori,354,323,311,171,74,91%,88%,43%
221500,Ohangai,Taranaki,Maori,63,51,48,29,15,81%,76%,52%
221600,Turuturu,Taranaki,Maori,343,319,310,196,83,93%,90%,42%
221700,King Edward Park,Taranaki,Maori,291,251,238,134,56,86%,82%,42%
221800,Ramanui,Taranaki,Maori,383,345,322,183,72,90%,84%,39%
221900,Hawera Central,Taranaki,Maori,460,421,398,217,90,92%,87%,41%
222000,Mangawhio,Taranaki,Maori,71,60,58,30,15,85%,82%,50%
222100,Manutahi-Waitotora,Taranaki,Maori,382,334,319,186,89,87%,84%,48%
222200,Patea,Taranaki,Maori,463,429,406,235,106,93%,88%,45%
222300,Otangiwai-Ohura,Waikato,Maori,196,140,120,63,26,71%,61%,41%
222400,Ngapuke,Waikato,Maori,345,267,246,150,71,77%,71%,47%
222500,Taumarunui North,Waikato,Maori,578,489,446,239,113,85%,77%,47%
222600,Taumarunui Central,Waikato,Maori,544,490,455,271,131,90%,84%,48%
222700,Taumarunui East,Waikato,Maori,729,574,521,270,111,79%,71%,41%
222800,National Park,Waikato,Maori,130,112,104,66,25,86%,80%,38%
222900,Tangiwai,Whanganui,Maori,322,262,244,158,77,81%,76%,49%
223000,Raetihi,Whanganui,Maori,525,433,403,206,81,82%,77%,39%
223100,Ohakune,Whanganui,Maori,257,232,222,134,69,90%,86%,51%
223200,Waiouru,Whanganui,Maori,173,Masked,Masked,100,47,>95%,>95%,47%
223300,Upper Whanganui,Whanganui,Maori,351,312,294,187,102,89%,84%,55%
223400,Mowhanau,Whanganui,Maori,129,108,108,71,41,84%,84%,58%
223500,Brunswick-Papaiti,Whanganui,Maori,92,Masked,85,59,34,>95%,92%,58%
223600,Castlecliff West,Whanganui,Maori,459,369,349,179,85,80%,76%,47%
223700,Otamatea (Whanganui District),Whanganui,Maori,85,80,79,53,41,94%,93%,77%
223800,Castlecliff East,Whanganui,Maori,667,538,502,276,132,81%,75%,48%
223800,Castlecliff East,Whanganui,Pacific Peoples,64,58,56,39,12,91%,88%,31%
224000,Lower Aramoho,Whanganui,Maori,480,418,397,218,100,87%,83%,46%
224100,St Johns Hill East,Whanganui,Maori,80,Masked,75,54,39,>95%,94%,72%
224200,St Johns Hill West,Whanganui,Maori,213,188,182,113,80,88%,85%,71%
224300,Titoki,Whanganui,Maori,907,788,734,388,186,87%,81%,48%
224300,Titoki,Whanganui,Pacific Peoples,104,93,89,60,28,89%,86%,47%
224400,Springvale West,Whanganui,Maori,196,181,173,101,63,92%,88%,62%
224400,Springvale West,Whanganui,Pacific Peoples,41,Masked,Masked,30,18,>95%,>95%,60%
224500,Springvale East,Whanganui,Maori,156,142,134,85,52,91%,86%,61%
224600,Upper Aramoho,Whanganui,Maori,503,448,419,255,124,89%,83%,49%
224700,Balgownie,Whanganui,Maori,40,37,34,23,5,92%,85%,22%
224800,Laird Park,Whanganui,Maori,554,453,423,239,110,82%,76%,46%
224800,Laird Park,Whanganui,Pacific Peoples,63,50,50,34,21,79%,79%,62%
224900,Wembley Park,Whanganui,Maori,620,504,478,268,128,81%,77%,48%
225000,College Estate,Whanganui,Maori,188,176,174,104,57,94%,93%,55%
225100,Whanganui East-Williams Domain,Whanganui,Maori,422,357,330,180,84,85%,78%,47%
225200,Gonville West,Whanganui,Maori,648,519,474,251,114,80%,73%,45%
225200,Gonville West,Whanganui,Pacific Peoples,63,58,56,38,14,92%,89%,37%
225300,Gonville North,Whanganui,Maori,540,465,437,246,112,86%,81%,46%
225300,Gonville North,Whanganui,Pacific Peoples,86,81,80,53,26,94%,93%,49%
225400,Cornmarket,Whanganui,Maori,241,201,190,123,60,83%,79%,49%
225500,Whanganui East-Riverlands,Whanganui,Maori,369,328,314,168,87,89%,85%,52%
225600,Kaitoke-Fordell,Whanganui,Maori,174,130,125,75,27,75%,72%,36%
225700,Whanganui Central,Whanganui,Maori,137,Masked,125,77,33,>95%,91%,43%
225800,Gonville South,Whanganui,Maori,393,346,337,203,89,88%,86%,44%
225800,Gonville South,Whanganui,Pacific Peoples,52,49,47,31,11,94%,90%,35%
225900,Bastia-Durie Hill,Whanganui,Maori,269,247,235,146,88,92%,87%,60%
226000,Putiki,Whanganui,Maori,187,175,171,118,75,94%,91%,64%
226100,Mokai Patea,Whanganui,Maori,271,250,236,156,47,92%,87%,30%
226300,Turakina,Whanganui,Maori,430,400,390,272,156,93%,91%,57%
226400,Otairi,Whanganui,Maori,156,140,134,76,23,90%,86%,30%
226500,Taihape,Whanganui,Maori,592,511,485,270,110,86%,82%,41%
226600,Marton Rural,Whanganui,Maori,63,53,51,38,18,84%,81%,47%
226700,Marton North,Whanganui,Maori,417,351,342,200,102,84%,82%,51%
226700,Marton North,Whanganui,Pacific Peoples,122,Masked,115,81,19,>95%,94%,23%
226800,Parewanui,Whanganui,Maori,74,63,62,44,21,85%,84%,48%
226900,Marton South,Whanganui,Maori,522,453,425,253,108,87%,81%,43%
226900,Marton South,Whanganui,Pacific Peoples,133,Masked,123,85,12,>95%,92%,14%
227000,Bulls,Whanganui,Maori,350,311,298,174,85,89%,85%,49%
227000,Bulls,Whanganui,Pacific Peoples,88,71,69,45,13,81%,78%,29%
227100,Kiwitea,MidCentral,Maori,119,97,93,56,27,82%,78%,48%
227200,Tokorangi,MidCentral,Maori,208,194,187,91,40,93%,90%,44%
227300,Ohakea-Sanson,MidCentral,Maori,130,Masked,Masked,74,41,>95%,>95%,55%
227400,Oroua Downs,MidCentral,Maori,130,Masked,122,83,42,>95%,94%,51%
227500,Awahuri,MidCentral,Maori,183,Masked,168,85,38,>95%,92%,45%
227600,Pohangina-Apiti,MidCentral,Maori,58,55,53,30,13,95%,91%,43%
227800,Taikorea,MidCentral,Maori,94,Masked,Masked,48,23,>95%,>95%,48%
227900,Makino,MidCentral,Maori,405,365,337,181,57,90%,83%,31%
228000,Sandon,MidCentral,Maori,194,182,171,110,50,94%,88%,45%
228100,Kimbolton North,MidCentral,Maori,412,382,369,213,95,93%,90%,45%
228200,Warwick,MidCentral,Maori,136,118,113,66,32,87%,83%,48%
228300,Kimbolton West,MidCentral,Maori,341,303,287,164,81,89%,84%,49%
228300,Kimbolton West,MidCentral,Pacific Peoples,42,Masked,Masked,26,8,>95%,>95%,31%
228400,Feilding Central,MidCentral,Maori,124,109,104,72,34,88%,84%,47%
228500,Kimbolton South,MidCentral,Maori,262,246,232,127,49,94%,89%,39%
228600,Kauwhata,MidCentral,Maori,148,138,137,83,44,93%,93%,53%
228700,Taonui,MidCentral,Maori,111,105,103,72,24,95%,93%,33%
228800,Newbury,MidCentral,Maori,197,186,181,95,42,94%,92%,44%
228800,Newbury,MidCentral,Pacific Peoples,59,Masked,Masked,32,15,>95%,>95%,47%
229000,Milson North,MidCentral,Maori,208,191,189,113,60,92%,91%,53%
229000,Milson North,MidCentral,Pacific Peoples,68,62,58,44,33,91%,85%,75%
229100,Cloverlea (Palmerston North City),MidCentral,Maori,273,Masked,Masked,151,75,>95%,>95%,50%
229100,Cloverlea (Palmerston North City),MidCentral,Pacific Peoples,57,49,47,35,14,86%,82%,40%
229200,Tremaine,MidCentral,Maori,151,121,112,54,21,80%,74%,39%
229300,Milson South,MidCentral,Maori,459,423,410,237,106,92%,89%,45%
229300,Milson South,MidCentral,Pacific Peoples,90,82,81,49,22,91%,90%,45%
229400,Whakarongo,MidCentral,Maori,94,Masked,87,54,22,>95%,93%,41%
229500,Westbrook,MidCentral,Maori,699,609,572,297,127,87%,82%,43%
229500,Westbrook,MidCentral,Pacific Peoples,207,Masked,Masked,115,42,>95%,>95%,37%
229600,Takaro North,MidCentral,Maori,500,461,436,239,111,92%,87%,46%
229600,Takaro North,MidCentral,Pacific Peoples,116,107,105,61,27,92%,91%,44%
229800,Palmerston North Hospital,MidCentral,Maori,240,222,206,127,66,92%,86%,52%
229800,Palmerston North Hospital,MidCentral,Pacific Peoples,56,51,50,37,19,91%,89%,51%
229900,Highbury East,MidCentral,Maori,855,760,697,308,123,89%,82%,40%
229900,Highbury East,MidCentral,Pacific Peoples,210,186,175,110,45,89%,83%,41%
230000,Park West,MidCentral,Maori,280,261,242,140,71,93%,86%,51%
230000,Park West,MidCentral,Pacific Peoples,77,Masked,Masked,49,21,>95%,>95%,43%
230100,Takaro South,MidCentral,Maori,388,363,353,195,89,94%,91%,46%
230100,Takaro South,MidCentral,Pacific Peoples,95,Masked,Masked,54,18,>95%,>95%,33%
230200,Roslyn (Palmerston North City),MidCentral,Maori,348,306,290,161,76,88%,83%,47%
230200,Roslyn (Palmerston North City),MidCentral,Pacific Peoples,119,107,105,68,30,90%,88%,44%
230300,Kelvin Grove West,MidCentral,Maori,338,Masked,308,168,82,>95%,91%,49%
230300,Kelvin Grove West,MidCentral,Pacific Peoples,99,Masked,Masked,70,26,>95%,>95%,37%
230400,Kelvin Grove North,MidCentral,Maori,145,Masked,136,86,52,>95%,94%,60%
230400,Kelvin Grove North,MidCentral,Pacific Peoples,54,Masked,Masked,36,12,>95%,>95%,33%
230500,Papaioea North,MidCentral,Maori,306,275,257,153,71,90%,84%,46%
230500,Papaioea North,MidCentral,Pacific Peoples,50,Masked,Masked,28,11,>95%,>95%,39%
230600,Palmerston North Central,MidCentral,Maori,198,180,166,85,29,91%,84%,34%
230600,Palmerston North Central,MidCentral,Pacific Peoples,57,Masked,Masked,36,12,>95%,>95%,33%
230700,Awapuni North ,MidCentral,Maori,577,Masked,526,248,106,>95%,91%,43%
230700,Awapuni North ,MidCentral,Pacific Peoples,210,Masked,Masked,123,42,>95%,>95%,34%
230800,Terrace End,MidCentral,Maori,556,493,466,241,109,89%,84%,45%
230800,Terrace End,MidCentral,Pacific Peoples,122,Masked,Masked,68,23,>95%,>95%,34%
230900,Maraetarata,MidCentral,Maori,140,Masked,133,92,45,>95%,95%,49%
230900,Maraetarata,MidCentral,Pacific Peoples,48,Masked,Masked,29,14,>95%,>95%,48%
231000,Papaioea South,MidCentral,Maori,227,Masked,207,115,57,>95%,91%,50%
