Week ending,Group,DHB of service,Dose number,# doses administered
20/06/2021,Group 1,Nelson Marlborough,2,18
20/06/2021,Group 1,Northland,2,13
20/06/2021,Group 1,Other Sites,1,79
20/06/2021,Group 1,Other Sites,2,15
20/06/2021,Group 1,South Canterbury,1,6
20/06/2021,Group 1,South Canterbury,2,6
20/06/2021,Group 1,Southern,1,78
20/06/2021,Group 1,Southern,2,88
20/06/2021,Group 1,Tairawhiti,2,18
20/06/2021,Group 1,Taranaki,2,10
20/06/2021,Group 1,Waikato,1,25
20/06/2021,Group 1,Waikato,2,35
20/06/2021,Group 2,Auckland Metro,1,15459
20/06/2021,Group 2,Auckland Metro,2,9470
20/06/2021,Group 2,Bay of Plenty,1,816
20/06/2021,Group 2,Bay of Plenty,2,702
20/06/2021,Group 2,Canterbury,1,3932
20/06/2021,Group 2,Canterbury,2,3567
20/06/2021,Group 2,Capital & Coast and Hutt Valley,1,537
20/06/2021,Group 2,Capital & Coast and Hutt Valley,2,788
20/06/2021,Group 2,Hawke's Bay,1,410
20/06/2021,Group 2,Hawke's Bay,2,291
20/06/2021,Group 2,Lakes,1,190
20/06/2021,Group 2,Lakes,2,522
20/06/2021,Group 2,MidCentral,1,623
20/06/2021,Group 2,MidCentral,2,1887
20/06/2021,Group 2,Nelson Marlborough,1,356
20/06/2021,Group 2,Nelson Marlborough,2,532
20/06/2021,Group 2,Northland,1,1056
20/06/2021,Group 2,Northland,2,505
20/06/2021,Group 2,Other Sites,1,650
20/06/2021,Group 2,Other Sites,2,1081
20/06/2021,Group 2,South Canterbury,1,32
20/06/2021,Group 2,South Canterbury,2,156
20/06/2021,Group 2,Southern,1,1684
20/06/2021,Group 2,Southern,2,1735
20/06/2021,Group 2,Tairawhiti,1,320
20/06/2021,Group 2,Tairawhiti,2,96
20/06/2021,Group 2,Taranaki,1,779
20/06/2021,Group 2,Taranaki,2,349
20/06/2021,Group 2,Waikato,1,1672
20/06/2021,Group 2,Waikato,2,2302
20/06/2021,Group 2,Wairarapa,1,526
20/06/2021,Group 2,Wairarapa,2,24
20/06/2021,Group 2,West Coast,1,159
20/06/2021,Group 2,West Coast,2,241
20/06/2021,Group 2,Whanganui,1,116
20/06/2021,Group 2,Whanganui,2,118
20/06/2021,Group 3,Auckland Metro,1,9578
20/06/2021,Group 3,Auckland Metro,2,4733
20/06/2021,Group 3,Bay of Plenty,1,3107
20/06/2021,Group 3,Bay of Plenty,2,2637
20/06/2021,Group 3,Canterbury,1,546
20/06/2021,Group 3,Canterbury,2,289
20/06/2021,Group 3,Capital & Coast and Hutt Valley,1,2231
20/06/2021,Group 3,Capital & Coast and Hutt Valley,2,1538
20/06/2021,Group 3,Hawke's Bay,1,1522
20/06/2021,Group 3,Hawke's Bay,2,1416
20/06/2021,Group 3,Lakes,1,1521
20/06/2021,Group 3,Lakes,2,1235
20/06/2021,Group 3,MidCentral,1,3411
20/06/2021,Group 3,MidCentral,2,703
20/06/2021,Group 3,Nelson Marlborough,1,1754
20/06/2021,Group 3,Nelson Marlborough,2,2223
20/06/2021,Group 3,Northland,1,1604
20/06/2021,Group 3,Northland,2,640
20/06/2021,Group 3,Other Sites,1,76
20/06/2021,Group 3,Other Sites,2,18
20/06/2021,Group 3,South Canterbury,1,1429
20/06/2021,Group 3,South Canterbury,2,89
20/06/2021,Group 3,Southern,1,3745
20/06/2021,Group 3,Southern,2,2357
20/06/2021,Group 3,Tairawhiti,1,727
20/06/2021,Group 3,Tairawhiti,2,390
20/06/2021,Group 3,Taranaki,1,253
20/06/2021,Group 3,Taranaki,2,236
20/06/2021,Group 3,Waikato,1,1386
20/06/2021,Group 3,Waikato,2,1255
20/06/2021,Group 3,Wairarapa,1,501
20/06/2021,Group 3,Wairarapa,2,297
20/06/2021,Group 3,West Coast,1,470
20/06/2021,Group 3,West Coast,2,585
20/06/2021,Group 3,Whanganui,1,904
20/06/2021,Group 3,Whanganui,2,656
20/06/2021,Group 4,Auckland Metro,1,5214
20/06/2021,Group 4,Auckland Metro,2,4565
20/06/2021,Group 4,Bay of Plenty,1,51
20/06/2021,Group 4,Bay of Plenty,2,121
20/06/2021,Group 4,Canterbury,1,143
20/06/2021,Group 4,Canterbury,2,125
20/06/2021,Group 4,Capital & Coast and Hutt Valley,1,408
20/06/2021,Group 4,Capital & Coast and Hutt Valley,2,207
20/06/2021,Group 4,Hawke's Bay,1,377
20/06/2021,Group 4,Hawke's Bay,2,716
20/06/2021,Group 4,Lakes,1,61
20/06/2021,Group 4,Lakes,2,221
20/06/2021,Group 4,MidCentral,1,344
20/06/2021,Group 4,MidCentral,2,149
20/06/2021,Group 4,Nelson Marlborough,2,29
20/06/2021,Group 4,Northland,1,579
20/06/2021,Group 4,Northland,2,376
20/06/2021,Group 4,Other Sites,1,377
20/06/2021,Group 4,Other Sites,2,68
20/06/2021,Group 4,South Canterbury,1,154
20/06/2021,Group 4,South Canterbury,2,50
20/06/2021,Group 4,Southern,1,121
20/06/2021,Group 4,Southern,2,161
20/06/2021,Group 4,Tairawhiti,1,77
20/06/2021,Group 4,Tairawhiti,2,205
20/06/2021,Group 4,Taranaki,1,146
20/06/2021,Group 4,Taranaki,2,59
20/06/2021,Group 4,Waikato,1,279
20/06/2021,Group 4,Waikato,2,304
20/06/2021,Group 4,Wairarapa,1,41
20/06/2021,Group 4,Wairarapa,2,10
20/06/2021,Group 4,West Coast,1,78
20/06/2021,Group 4,West Coast,2,40
20/06/2021,Group 4,Whanganui,1,7
20/06/2021,Group 4,Whanganui,2,81
27/06/2021,Group 1,Auckland Metro,1,292
27/06/2021,Group 1,Auckland Metro,2,497
27/06/2021,Group 1,Bay of Plenty,1,27
27/06/2021,Group 1,Bay of Plenty,2,39
27/06/2021,Group 1,Canterbury,1,365
27/06/2021,Group 1,Canterbury,2,425
27/06/2021,Group 1,Capital & Coast and Hutt Valley,1,60
27/06/2021,Group 1,Capital & Coast and Hutt Valley,2,111
27/06/2021,Group 1,Hawke's Bay,1,9
27/06/2021,Group 1,Hawke's Bay,2,12
27/06/2021,Group 1,Lakes,1,24
27/06/2021,Group 1,Lakes,2,28
27/06/2021,Group 1,MidCentral,2,38
27/06/2021,Group 1,Nelson Marlborough,1,10
27/06/2021,Group 1,Nelson Marlborough,2,17
27/06/2021,Group 1,Northland,2,5
27/06/2021,Group 1,Other Sites,1,8
27/06/2021,Group 1,Other Sites,2,65
27/06/2021,Group 1,Southern,1,35
27/06/2021,Group 1,Southern,2,90
27/06/2021,Group 1,Tairawhiti,2,5
27/06/2021,Group 1,Taranaki,1,5
27/06/2021,Group 1,Taranaki,2,25
27/06/2021,Group 1,Waikato,1,34
27/06/2021,Group 1,Waikato,2,27
27/06/2021,Group 2,Auckland Metro,1,14483
27/06/2021,Group 2,Auckland Metro,2,10195
27/06/2021,Group 2,Bay of Plenty,1,624
27/06/2021,Group 2,Bay of Plenty,2,1319
27/06/2021,Group 2,Canterbury,1,3212
27/06/2021,Group 2,Canterbury,2,3218
27/06/2021,Group 2,Capital & Coast and Hutt Valley,1,342
27/06/2021,Group 2,Capital & Coast and Hutt Valley,2,590
27/06/2021,Group 2,Hawke's Bay,1,87
27/06/2021,Group 2,Hawke's Bay,2,103
27/06/2021,Group 2,Lakes,1,221
27/06/2021,Group 2,Lakes,2,848
27/06/2021,Group 2,MidCentral,1,368
27/06/2021,Group 2,MidCentral,2,762
27/06/2021,Group 2,Nelson Marlborough,1,372
27/06/2021,Group 2,Nelson Marlborough,2,189
27/06/2021,Group 2,Northland,1,730
27/06/2021,Group 2,Northland,2,335
27/06/2021,Group 2,Other Sites,1,769
27/06/2021,Group 2,Other Sites,2,782
27/06/2021,Group 2,South Canterbury,1,29
27/06/2021,Group 2,South Canterbury,2,39
27/06/2021,Group 2,Southern,1,1409
27/06/2021,Group 2,Southern,2,1359
27/06/2021,Group 2,Tairawhiti,1,45
27/06/2021,Group 2,Tairawhiti,2,62
27/06/2021,Group 2,Taranaki,1,720
27/06/2021,Group 2,Taranaki,2,305
27/06/2021,Group 2,Waikato,1,1822
27/06/2021,Group 2,Waikato,2,1644
27/06/2021,Group 2,Wairarapa,1,770
27/06/2021,Group 2,Wairarapa,2,37
27/06/2021,Group 2,West Coast,1,44
27/06/2021,Group 2,West Coast,2,107
27/06/2021,Group 2,Whanganui,1,34
27/06/2021,Group 2,Whanganui,2,180
27/06/2021,Group 3,Auckland Metro,1,9641
27/06/2021,Group 3,Auckland Metro,2,7514
27/06/2021,Group 3,Bay of Plenty,1,2245
27/06/2021,Group 3,Bay of Plenty,2,3238
27/06/2021,Group 3,Canterbury,1,2088
27/06/2021,Group 3,Canterbury,2,524
27/06/2021,Group 3,Capital & Coast and Hutt Valley,1,2039
27/06/2021,Group 3,Capital & Coast and Hutt Valley,2,1692
27/06/2021,Group 3,Hawke's Bay,1,482
27/06/2021,Group 3,Hawke's Bay,2,2651
27/06/2021,Group 3,Lakes,1,1205
27/06/2021,Group 3,Lakes,2,1646
27/06/2021,Group 3,MidCentral,1,3888
27/06/2021,Group 3,MidCentral,2,1400
27/06/2021,Group 3,Nelson Marlborough,1,2136
27/06/2021,Group 3,Nelson Marlborough,2,1378
27/06/2021,Group 3,Northland,1,1298
27/06/2021,Group 3,Northland,2,1345
27/06/2021,Group 3,Other Sites,1,29
27/06/2021,Group 3,Other Sites,2,9
27/06/2021,Group 3,South Canterbury,1,133
27/06/2021,Group 3,South Canterbury,2,2062
27/06/2021,Group 3,Southern,1,2177
27/06/2021,Group 3,Southern,2,4563
27/06/2021,Group 3,Tairawhiti,1,504
27/06/2021,Group 3,Tairawhiti,2,487
27/06/2021,Group 3,Taranaki,1,407
27/06/2021,Group 3,Taranaki,2,261
27/06/2021,Group 3,Waikato,1,1409
27/06/2021,Group 3,Waikato,2,2004
27/06/2021,Group 3,Wairarapa,1,495
27/06/2021,Group 3,Wairarapa,2,501
27/06/2021,Group 3,West Coast,1,538
27/06/2021,Group 3,West Coast,2,599
27/06/2021,Group 3,Whanganui,1,251
27/06/2021,Group 3,Whanganui,2,1453
27/06/2021,Group 4,Auckland Metro,1,6493
27/06/2021,Group 4,Auckland Metro,2,5691
27/06/2021,Group 4,Bay of Plenty,1,93
27/06/2021,Group 4,Bay of Plenty,2,162
27/06/2021,Group 4,Canterbury,1,348
27/06/2021,Group 4,Canterbury,2,236
27/06/2021,Group 4,Capital & Coast and Hutt Valley,1,294
27/06/2021,Group 4,Capital & Coast and Hutt Valley,2,139
27/06/2021,Group 4,Hawke's Bay,1,122
27/06/2021,Group 4,Hawke's Bay,2,766
27/06/2021,Group 4,Lakes,1,360
27/06/2021,Group 4,Lakes,2,156
27/06/2021,Group 4,MidCentral,1,314
27/06/2021,Group 4,MidCentral,2,249
27/06/2021,Group 4,Nelson Marlborough,2,64
27/06/2021,Group 4,Northland,1,464
27/06/2021,Group 4,Northland,2,532
27/06/2021,Group 4,Other Sites,1,281
27/06/2021,Group 4,Other Sites,2,30
27/06/2021,Group 4,South Canterbury,1,10
27/06/2021,Group 4,South Canterbury,2,86
27/06/2021,Group 4,Southern,1,49
27/06/2021,Group 4,Southern,2,250
27/06/2021,Group 4,Tairawhiti,1,21
27/06/2021,Group 4,Tairawhiti,2,124
27/06/2021,Group 4,Taranaki,1,90
27/06/2021,Group 4,Taranaki,2,24
27/06/2021,Group 4,Waikato,1,98
27/06/2021,Group 4,Waikato,2,473
27/06/2021,Group 4,Wairarapa,1,54
27/06/2021,Group 4,Wairarapa,2,14
27/06/2021,Group 4,West Coast,1,20
27/06/2021,Group 4,West Coast,2,92
27/06/2021,Group 4,Whanganui,1,8
27/06/2021,Group 4,Whanganui,2,63
04/07/2021,Group 1,Auckland Metro,1,212
04/07/2021,Group 1,Auckland Metro,2,351
04/07/2021,Group 1,Bay of Plenty,1,27
04/07/2021,Group 1,Bay of Plenty,2,24
04/07/2021,Group 1,Canterbury,1,123
04/07/2021,Group 1,Canterbury,2,180
04/07/2021,Group 1,Capital & Coast and Hutt Valley,1,78
04/07/2021,Group 1,Capital & Coast and Hutt Valley,2,81
04/07/2021,Group 1,Hawke's Bay,1,8
04/07/2021,Group 1,Hawke's Bay,2,7
04/07/2021,Group 1,Lakes,1,5
04/07/2021,Group 1,Lakes,2,39
04/07/2021,Group 1,MidCentral,1,8
04/07/2021,Group 1,MidCentral,2,15
04/07/2021,Group 1,Nelson Marlborough,1,10
04/07/2021,Group 1,Nelson Marlborough,2,12
04/07/2021,Group 1,Northland,2,10
04/07/2021,Group 1,Other Sites,1,23
04/07/2021,Group 1,Other Sites,2,137
04/07/2021,Group 1,Southern,1,36
04/07/2021,Group 1,Southern,2,70
04/07/2021,Group 1,Taranaki,2,5
04/07/2021,Group 1,Waikato,1,40
04/07/2021,Group 1,Waikato,2,23
04/07/2021,Group 2,Auckland Metro,1,11330
04/07/2021,Group 2,Auckland Metro,2,9266
04/07/2021,Group 2,Bay of Plenty,1,458
04/07/2021,Group 2,Bay of Plenty,2,530
04/07/2021,Group 2,Canterbury,1,2102
04/07/2021,Group 2,Canterbury,2,2693
04/07/2021,Group 2,Capital & Coast and Hutt Valley,1,334
04/07/2021,Group 2,Capital & Coast and Hutt Valley,2,434
04/07/2021,Group 2,Hawke's Bay,1,157
04/07/2021,Group 2,Hawke's Bay,2,84
04/07/2021,Group 2,Lakes,1,169
04/07/2021,Group 2,Lakes,2,868
04/07/2021,Group 2,MidCentral,1,694
04/07/2021,Group 2,MidCentral,2,491
04/07/2021,Group 2,Nelson Marlborough,1,196
04/07/2021,Group 2,Nelson Marlborough,2,365
04/07/2021,Group 2,Northland,1,556
04/07/2021,Group 2,Northland,2,259
04/07/2021,Group 2,Other Sites,1,862
04/07/2021,Group 2,Other Sites,2,914
04/07/2021,Group 2,South Canterbury,1,16
04/07/2021,Group 2,South Canterbury,2,40
04/07/2021,Group 2,Southern,1,1564
04/07/2021,Group 2,Southern,2,1095
04/07/2021,Group 2,Tairawhiti,1,307
04/07/2021,Group 2,Tairawhiti,2,74
04/07/2021,Group 2,Taranaki,1,292
04/07/2021,Group 2,Taranaki,2,397
04/07/2021,Group 2,Waikato,1,2501
04/07/2021,Group 2,Waikato,2,1327
04/07/2021,Group 2,Wairarapa,1,151
04/07/2021,Group 2,Wairarapa,2,78
04/07/2021,Group 2,West Coast,1,64
04/07/2021,Group 2,West Coast,2,78
04/07/2021,Group 2,Whanganui,1,11
04/07/2021,Group 2,Whanganui,2,68
04/07/2021,Group 3,Auckland Metro,1,9871
04/07/2021,Group 3,Auckland Metro,2,6790
04/07/2021,Group 3,Bay of Plenty,1,2515
04/07/2021,Group 3,Bay of Plenty,2,2306
04/07/2021,Group 3,Canterbury,1,2953
04/07/2021,Group 3,Canterbury,2,529
04/07/2021,Group 3,Capital & Coast and Hutt Valley,1,2242
04/07/2021,Group 3,Capital & Coast and Hutt Valley,2,1532
04/07/2021,Group 3,Hawke's Bay,1,687
04/07/2021,Group 3,Hawke's Bay,2,2082
04/07/2021,Group 3,Lakes,1,786
04/07/2021,Group 3,Lakes,2,1301
04/07/2021,Group 3,MidCentral,1,3804
04/07/2021,Group 3,MidCentral,2,1225
04/07/2021,Group 3,Nelson Marlborough,1,1534
04/07/2021,Group 3,Nelson Marlborough,2,2462
04/07/2021,Group 3,Northland,1,1413
04/07/2021,Group 3,Northland,2,1081
04/07/2021,Group 3,Other Sites,1,81
04/07/2021,Group 3,Other Sites,2,20
04/07/2021,Group 3,South Canterbury,1,255
04/07/2021,Group 3,South Canterbury,2,1239
04/07/2021,Group 3,Southern,1,2803
04/07/2021,Group 3,Southern,2,2405
04/07/2021,Group 3,Tairawhiti,1,490
04/07/2021,Group 3,Tairawhiti,2,563
04/07/2021,Group 3,Taranaki,1,1016
04/07/2021,Group 3,Taranaki,2,180
04/07/2021,Group 3,Waikato,1,2023
04/07/2021,Group 3,Waikato,2,1476
04/07/2021,Group 3,Wairarapa,1,1107
04/07/2021,Group 3,Wairarapa,2,275
04/07/2021,Group 3,West Coast,1,707
04/07/2021,Group 3,West Coast,2,328
04/07/2021,Group 3,Whanganui,1,156
04/07/2021,Group 3,Whanganui,2,1280
04/07/2021,Group 4,Auckland Metro,1,6475
04/07/2021,Group 4,Auckland Metro,2,5107
04/07/2021,Group 4,Bay of Plenty,1,107
04/07/2021,Group 4,Bay of Plenty,2,116
04/07/2021,Group 4,Canterbury,1,878
04/07/2021,Group 4,Canterbury,2,230
04/07/2021,Group 4,Capital & Coast and Hutt Valley,1,381
04/07/2021,Group 4,Capital & Coast and Hutt Valley,2,223
04/07/2021,Group 4,Hawke's Bay,1,463
04/07/2021,Group 4,Hawke's Bay,2,436
04/07/2021,Group 4,Lakes,1,570
04/07/2021,Group 4,Lakes,2,104
04/07/2021,Group 4,MidCentral,1,462
04/07/2021,Group 4,MidCentral,2,184
04/07/2021,Group 4,Nelson Marlborough,1,16
04/07/2021,Group 4,Nelson Marlborough,2,6
04/07/2021,Group 4,Northland,1,432
04/07/2021,Group 4,Northland,2,331
04/07/2021,Group 4,Other Sites,1,380
04/07/2021,Group 4,Other Sites,2,36
04/07/2021,Group 4,South Canterbury,1,8
04/07/2021,Group 4,South Canterbury,2,212
04/07/2021,Group 4,Southern,1,121
04/07/2021,Group 4,Southern,2,166
04/07/2021,Group 4,Tairawhiti,1,27
04/07/2021,Group 4,Tairawhiti,2,31
04/07/2021,Group 4,Taranaki,1,66
04/07/2021,Group 4,Taranaki,2,53
04/07/2021,Group 4,Waikato,1,237
04/07/2021,Group 4,Waikato,2,300
04/07/2021,Group 4,Wairarapa,1,94
04/07/2021,Group 4,Wairarapa,2,15
04/07/2021,Group 4,West Coast,1,81
04/07/2021,Group 4,West Coast,2,37
04/07/2021,Group 4,Whanganui,2,29
11/07/2021,Group 1,Auckland Metro,1,224
11/07/2021,Group 1,Auckland Metro,2,294
11/07/2021,Group 1,Bay of Plenty,1,10
11/07/2021,Group 1,Bay of Plenty,2,25
11/07/2021,Group 1,Canterbury,1,179
11/07/2021,Group 1,Canterbury,2,317
11/07/2021,Group 1,Capital & Coast and Hutt Valley,1,96
11/07/2021,Group 1,Capital & Coast and Hutt Valley,2,98
11/07/2021,Group 1,Hawke's Bay,2,10
11/07/2021,Group 1,Lakes,1,15
11/07/2021,Group 1,Lakes,2,79
11/07/2021,Group 1,MidCentral,2,15
11/07/2021,Group 1,Nelson Marlborough,1,10
11/07/2021,Group 1,Nelson Marlborough,2,17
11/07/2021,Group 1,Northland,2,7
11/07/2021,Group 1,Other Sites,1,7
11/07/2021,Group 1,Other Sites,2,89
11/07/2021,Group 1,South Canterbury,1,10
11/07/2021,Group 1,Southern,1,13
11/07/2021,Group 1,Southern,2,67
11/07/2021,Group 1,Waikato,1,21
11/07/2021,Group 1,Waikato,2,29
11/07/2021,Group 2,Auckland Metro,1,9225
11/07/2021,Group 2,Auckland Metro,2,11925
11/07/2021,Group 2,Bay of Plenty,1,398
11/07/2021,Group 2,Bay of Plenty,2,595
11/07/2021,Group 2,Canterbury,1,682
11/07/2021,Group 2,Canterbury,2,3210
11/07/2021,Group 2,Capital & Coast and Hutt Valley,1,381
11/07/2021,Group 2,Capital & Coast and Hutt Valley,2,539
11/07/2021,Group 2,Hawke's Bay,1,103
11/07/2021,Group 2,Hawke's Bay,2,340
11/07/2021,Group 2,Lakes,1,114
11/07/2021,Group 2,Lakes,2,307
11/07/2021,Group 2,MidCentral,1,440
11/07/2021,Group 2,MidCentral,2,662
11/07/2021,Group 2,Nelson Marlborough,1,148
11/07/2021,Group 2,Nelson Marlborough,2,214
11/07/2021,Group 2,Northland,1,364
11/07/2021,Group 2,Northland,2,782
11/07/2021,Group 2,Other Sites,1,875
11/07/2021,Group 2,Other Sites,2,1008
11/07/2021,Group 2,South Canterbury,1,30
11/07/2021,Group 2,South Canterbury,2,48
11/07/2021,Group 2,Southern,1,1023
11/07/2021,Group 2,Southern,2,1129
11/07/2021,Group 2,Tairawhiti,1,35
11/07/2021,Group 2,Tairawhiti,2,332
11/07/2021,Group 2,Taranaki,1,121
11/07/2021,Group 2,Taranaki,2,736
11/07/2021,Group 2,Waikato,1,1500
11/07/2021,Group 2,Waikato,2,1914
11/07/2021,Group 2,Wairarapa,1,82
11/07/2021,Group 2,Wairarapa,2,460
11/07/2021,Group 2,West Coast,1,103
11/07/2021,Group 2,West Coast,2,131
11/07/2021,Group 2,Whanganui,1,30
11/07/2021,Group 2,Whanganui,2,34
11/07/2021,Group 3,Auckland Metro,1,10615
11/07/2021,Group 3,Auckland Metro,2,6564
11/07/2021,Group 3,Bay of Plenty,1,2137
11/07/2021,Group 3,Bay of Plenty,2,2808
11/07/2021,Group 3,Canterbury,1,4825
11/07/2021,Group 3,Canterbury,2,613
11/07/2021,Group 3,Capital & Coast and Hutt Valley,1,3109
11/07/2021,Group 3,Capital & Coast and Hutt Valley,2,1830
11/07/2021,Group 3,Hawke's Bay,1,728
11/07/2021,Group 3,Hawke's Bay,2,1165
11/07/2021,Group 3,Lakes,1,929
11/07/2021,Group 3,Lakes,2,1702
11/07/2021,Group 3,MidCentral,1,3116
11/07/2021,Group 3,MidCentral,2,3243
11/07/2021,Group 3,Nelson Marlborough,1,2451
11/07/2021,Group 3,Nelson Marlborough,2,1845
11/07/2021,Group 3,Northland,1,1049
11/07/2021,Group 3,Northland,2,1651
11/07/2021,Group 3,Other Sites,1,29
11/07/2021,Group 3,Other Sites,2,67
11/07/2021,Group 3,South Canterbury,1,281
11/07/2021,Group 3,South Canterbury,2,1315
11/07/2021,Group 3,Southern,1,2073
11/07/2021,Group 3,Southern,2,3653
11/07/2021,Group 3,Tairawhiti,1,417
11/07/2021,Group 3,Tairawhiti,2,646
11/07/2021,Group 3,Taranaki,1,720
11/07/2021,Group 3,Taranaki,2,192
11/07/2021,Group 3,Waikato,1,2076
11/07/2021,Group 3,Waikato,2,1525
11/07/2021,Group 3,Wairarapa,1,1345
11/07/2021,Group 3,Wairarapa,2,595
11/07/2021,Group 3,West Coast,1,450
11/07/2021,Group 3,West Coast,2,404
11/07/2021,Group 3,Whanganui,1,443
11/07/2021,Group 3,Whanganui,2,253
11/07/2021,Group 4,Auckland Metro,1,7943
11/07/2021,Group 4,Auckland Metro,2,4779
11/07/2021,Group 4,Bay of Plenty,1,122
11/07/2021,Group 4,Bay of Plenty,2,82
11/07/2021,Group 4,Canterbury,1,838
11/07/2021,Group 4,Canterbury,2,137
11/07/2021,Group 4,Capital & Coast and Hutt Valley,1,500
11/07/2021,Group 4,Capital & Coast and Hutt Valley,2,314
11/07/2021,Group 4,Hawke's Bay,1,371
11/07/2021,Group 4,Hawke's Bay,2,250
11/07/2021,Group 4,Lakes,1,359
11/07/2021,Group 4,Lakes,2,144
11/07/2021,Group 4,MidCentral,1,365
11/07/2021,Group 4,MidCentral,2,336
11/07/2021,Group 4,Nelson Marlborough,1,302
11/07/2021,Group 4,Nelson Marlborough,2,10
11/07/2021,Group 4,Northland,1,487
11/07/2021,Group 4,Northland,2,648
11/07/2021,Group 4,Other Sites,1,111
11/07/2021,Group 4,Other Sites,2,263
11/07/2021,Group 4,South Canterbury,1,8
11/07/2021,Group 4,South Canterbury,2,144
11/07/2021,Group 4,Southern,1,560
11/07/2021,Group 4,Southern,2,108
11/07/2021,Group 4,Tairawhiti,1,41
11/07/2021,Group 4,Tairawhiti,2,56
11/07/2021,Group 4,Taranaki,1,121
11/07/2021,Group 4,Taranaki,2,119
11/07/2021,Group 4,Waikato,1,262
11/07/2021,Group 4,Waikato,2,214
11/07/2021,Group 4,Wairarapa,1,260
11/07/2021,Group 4,Wairarapa,2,45
11/07/2021,Group 4,West Coast,1,276
11/07/2021,Group 4,West Coast,2,73
11/07/2021,Group 4,Whanganui,1,185
18/07/2021,Group 1,Auckland Metro,1,242
18/07/2021,Group 1,Auckland Metro,2,332
18/07/2021,Group 1,Bay of Plenty,1,27
18/07/2021,Group 1,Bay of Plenty,2,40
18/07/2021,Group 1,Canterbury,1,82
18/07/2021,Group 1,Canterbury,2,269
18/07/2021,Group 1,Capital & Coast and Hutt Valley,1,66
18/07/2021,Group 1,Capital & Coast and Hutt Valley,2,82
18/07/2021,Group 1,Hawke's Bay,1,7
18/07/2021,Group 1,Hawke's Bay,2,10
18/07/2021,Group 1,Lakes,1,5
18/07/2021,Group 1,Lakes,2,36
18/07/2021,Group 1,Nelson Marlborough,1,10
18/07/2021,Group 1,Nelson Marlborough,2,12
18/07/2021,Group 1,Northland,1,6
18/07/2021,Group 1,Northland,2,7
18/07/2021,Group 1,Other Sites,2,25
18/07/2021,Group 1,Southern,1,13
18/07/2021,Group 1,Southern,2,48
18/07/2021,Group 1,Waikato,1,7
18/07/2021,Group 1,Waikato,2,35
18/07/2021,Group 2,Auckland Metro,1,9084
18/07/2021,Group 2,Auckland Metro,2,13715
18/07/2021,Group 2,Bay of Plenty,1,955
18/07/2021,Group 2,Bay of Plenty,2,766
18/07/2021,Group 2,Canterbury,1,519
18/07/2021,Group 2,Canterbury,2,3020
18/07/2021,Group 2,Capital & Coast and Hutt Valley,1,282
18/07/2021,Group 2,Capital & Coast and Hutt Valley,2,406
18/07/2021,Group 2,Hawke's Bay,1,121
18/07/2021,Group 2,Hawke's Bay,2,312
18/07/2021,Group 2,Lakes,1,184
18/07/2021,Group 2,Lakes,2,252
18/07/2021,Group 2,MidCentral,1,434
18/07/2021,Group 2,MidCentral,2,508
18/07/2021,Group 2,Nelson Marlborough,1,100
18/07/2021,Group 2,Nelson Marlborough,2,443
18/07/2021,Group 2,Northland,1,307
18/07/2021,Group 2,Northland,2,709
18/07/2021,Group 2,Other Sites,1,915
18/07/2021,Group 2,Other Sites,2,388
18/07/2021,Group 2,South Canterbury,1,43
18/07/2021,Group 2,South Canterbury,2,20
18/07/2021,Group 2,Southern,1,187
18/07/2021,Group 2,Southern,2,1570
18/07/2021,Group 2,Tairawhiti,1,40
18/07/2021,Group 2,Tairawhiti,2,31
18/07/2021,Group 2,Taranaki,1,149
18/07/2021,Group 2,Taranaki,2,616
18/07/2021,Group 2,Waikato,1,1309
18/07/2021,Group 2,Waikato,2,1481
18/07/2021,Group 2,Wairarapa,1,39
18/07/2021,Group 2,Wairarapa,2,811
18/07/2021,Group 2,West Coast,1,74
18/07/2021,Group 2,West Coast,2,72
18/07/2021,Group 2,Whanganui,1,39
18/07/2021,Group 2,Whanganui,2,15
18/07/2021,Group 3,Auckland Metro,1,12260
18/07/2021,Group 3,Auckland Metro,2,7339
18/07/2021,Group 3,Bay of Plenty,1,1620
18/07/2021,Group 3,Bay of Plenty,2,2165
18/07/2021,Group 3,Canterbury,1,4724
18/07/2021,Group 3,Canterbury,2,1231
18/07/2021,Group 3,Capital & Coast and Hutt Valley,1,2903
18/07/2021,Group 3,Capital & Coast and Hutt Valley,2,1927
18/07/2021,Group 3,Hawke's Bay,1,1176
18/07/2021,Group 3,Hawke's Bay,2,1328
18/07/2021,Group 3,Lakes,1,1965
18/07/2021,Group 3,Lakes,2,871
18/07/2021,Group 3,MidCentral,1,2735
18/07/2021,Group 3,MidCentral,2,3786
18/07/2021,Group 3,Nelson Marlborough,1,1522
18/07/2021,Group 3,Nelson Marlborough,2,1703
18/07/2021,Group 3,Northland,1,1420
18/07/2021,Group 3,Northland,2,1537
18/07/2021,Group 3,Other Sites,1,8
18/07/2021,Group 3,Other Sites,2,26
18/07/2021,Group 3,South Canterbury,1,1317
18/07/2021,Group 3,South Canterbury,2,381
18/07/2021,Group 3,Southern,1,837
18/07/2021,Group 3,Southern,2,1737
18/07/2021,Group 3,Tairawhiti,1,542
18/07/2021,Group 3,Tairawhiti,2,466
18/07/2021,Group 3,Taranaki,1,966
18/07/2021,Group 3,Taranaki,2,173
18/07/2021,Group 3,Waikato,1,3697
18/07/2021,Group 3,Waikato,2,1182
