sa2_code,sa2,dhb,dose1_cnt,dose2_cnt,pop_cnt,dose1_uptake,dose2_uptake
341400,Kensington (Timaru District),South Canterbury,108,100,122,885,820
341500,Mackenzie Lakes,South Canterbury,masked,masked,masked,masked,masked
341800,Twizel,South Canterbury,88,85,masked,>950,>950
341900,Opua (Mackenzie District),South Canterbury,masked,masked,masked,masked,masked
342000,Fairlie,South Canterbury,46,44,masked,>950,>950
342100,Hakataramea,South Canterbury,masked,masked,masked,masked,masked
342200,Maungati,South Canterbury,masked,masked,masked,masked,masked
342300,Lyalldale,South Canterbury,masked,masked,masked,masked,masked
342400,Makikihi-Willowbridge,South Canterbury,masked,masked,masked,masked,masked
342500,Waimate North,South Canterbury,masked,masked,masked,masked,masked
342600,Morven-Glenavy-Ikawai,South Canterbury,44,44,53,830,830
342700,Waimate West,South Canterbury,55,51,66,833,773
342800,Waimate East,South Canterbury,80,76,masked,>950,>950
343000,Chatham Islands,Canterbury,128,126,136,941,926
343100,Aviemore,Southern,masked,masked,masked,masked,masked
343300,Danseys Pass,Southern,56,50,59,949,847
343400,Ngapara,Southern,62,60,masked,>950,>950
343500,Lower Waitaki,Southern,masked,masked,masked,masked,masked
343600,Waihemo,Southern,78,75,85,918,882
343700,Maheno,Southern,69,67,88,784,761
343800,Weston,Southern,48,48,masked,>950,>950
343900,Oamaru North Milner Park,Southern,135,130,156,865,833
344000,Oamaru North Orana Park,Southern,157,151,170,924,888
344100,Oamaru Gardens,Southern,52,52,58,897,897
344200,Glen Warren,Southern,96,93,107,897,869
344300,Holmes Hill,Southern,57,55,masked,>950,>950
344400,Oamaru Central,Southern,masked,masked,masked,masked,masked
344500,South Hill,Southern,141,137,152,928,901
344700,Palmerston,Southern,76,73,94,809,777
344800,Lindis-Nevis Valleys,Southern,90,89,masked,>950,>950
344900,Cromwell West,Southern,191,187,201,950,930
345000,Cromwell East,Southern,134,130,144,931,903
345100,Manuherikia-Ida Valleys,Southern,49,46,57,860,807
345200,Earnscleugh,Southern,masked,masked,masked,masked,masked
345300,Dunstan-Galloway,Southern,86,84,masked,>950,>950
345400,Clyde,Southern,55,55,masked,>950,>950
345500,Alexandra North,Southern,223,216,241,925,896
345600,Alexandra South,Southern,140,134,152,921,882
345700,Maniototo,Southern,108,102,118,915,864
345800,Teviot Valley,Southern,117,109,150,780,727
345900,Outer Wanaka,Southern,masked,masked,masked,masked,masked
346000,Glenorchy,Southern,masked,masked,masked,masked,masked
346200,Outer Wakatipu,Southern,masked,masked,masked,masked,masked
346400,Cardrona,Southern,masked,masked,masked,masked,masked
346600,Wanaka Waterfront,Southern,51,50,58,879,862
346700,Wanaka North,Southern,122,122,masked,>950,>950
346800,Wanaka West,Southern,masked,masked,masked,masked,masked
346900,Albert Town,Southern,79,78,masked,>950,>950
347000,Wanaka Central,Southern,masked,masked,masked,masked,masked
347100,Lake Hawea,Southern,65,62,77,844,805
347200,Upper Clutha Valley,Southern,44,42,50,880,840
347300,Kingston,Southern,masked,masked,masked,masked,masked
347400,Arthurs Point,Southern,45,44,masked,>950,>950
347500,Wakatipu Basin,Southern,59,57,masked,>950,>950
347600,Queenstown Hill,Southern,masked,masked,masked,masked,masked
347700,Warren Park,Southern,masked,masked,masked,masked,masked
347800,Sunshine Bay-Fernhill,Southern,112,110,128,875,859
347900,Arrowtown,Southern,93,91,masked,>950,>950
348000,Quail Rise,Southern,masked,masked,masked,masked,masked
348100,Queenstown Central,Southern,masked,masked,masked,masked,masked
348200,Queenstown East,Southern,masked,masked,masked,masked,masked
348300,Frankton Arm,Southern,60,60,68,882,882
348400,Frankton,Southern,107,103,113,947,912
348500,Lake Hayes,Southern,masked,masked,masked,masked,masked
348600,Kelvin Heights,Southern,masked,masked,masked,masked,masked
348700,Shotover Country,Southern,141,140,masked,>950,>950
348800,Lake Hayes Estate,Southern,118,116,masked,>950,>950
348900,Jacks Point,Southern,57,56,masked,>950,>950
349000,Strath Taieri,Southern,masked,masked,masked,masked,masked
349100,Bucklands Crossing,Southern,114,111,130,877,854
349200,Waikouaiti,Southern,73,69,89,820,775
349300,Momona,Southern,100,98,masked,>950,>950
349400,Taieri,Southern,57,57,61,934,934
349600,Mount Cargill,Southern,102,98,masked,>950,>950
349700,Bush Road,Southern,96,93,masked,>950,>950
349800,Mosgiel East,Southern,120,120,masked,>950,>950
349900,Mosgiel Central,Southern,98,97,masked,>950,>950
350000,Seddon Park,Southern,164,152,masked,>950,>950
350100,Wingatui,Southern,masked,masked,masked,masked,masked
350200,Saddle Hill-Chain Hills,Southern,43,42,masked,>950,>950
350300,East Taieri,Southern,96,94,masked,>950,>950
350400,Halfway Bush,Southern,101,97,masked,>950,>950
350500,Helensburgh,Southern,47,45,masked,>950,>950
350600,Glenleith,Southern,59,57,masked,>950,>950
350700,Fairfield (Dunedin City),Southern,121,121,masked,>950,>950
350900,Brockville,Southern,223,206,237,941,869
351000,Wakari,Southern,248,244,masked,>950,>950
351100,Abbotsford,Southern,142,140,masked,>950,>950
351200,Brighton,Southern,98,94,masked,>950,>950
351300,Pine Hill-Dalmore,Southern,165,160,174,948,920
351400,Kaikorai-Bradford,Southern,72,72,masked,>950,>950
351500,Maori Hill,Southern,104,102,masked,>950,>950
351600,Roslyn (Dunedin City),Southern,137,137,masked,>950,>950
351700,North East Valley Chingford,Southern,121,116,138,877,841
351800,Roseneath-Sawyers Bay,Southern,85,81,masked,>950,>950
351900,Normanby ,Southern,75,75,masked,>950,>950
352000,North East Valley Knox,Southern,179,173,masked,>950,>950
352100,Belleknowes,Southern,99,99,106,934,934
352200,Gardens (Dunedin City),Southern,233,230,masked,>950,>950
352300,Kenmure,Southern,102,100,masked,>950,>950
352400,Campus West,Southern,89,89,masked,>950,>950
352500,Waldronville,Southern,79,78,masked,>950,>950
352600,Green Island,Southern,167,158,178,938,888
352700,Port Chalmers,Southern,93,83,102,912,814
352800,Royal Terrace,Southern,91,91,masked,>950,>950
352900,Arthur Street,Southern,102,99,108,944,917
353000,Opoho,Southern,60,60,masked,>950,>950
353100,Campus North,Southern,176,176,masked,>950,>950
353200,Campus South,Southern,140,139,masked,>950,>950
353300,Mornington,Southern,207,202,224,924,902
353400,Dunedin Central,Southern,170,165,179,950,922
353500,Maryhill,Southern,124,122,masked,>950,>950
353600,Ravensbourne-St Leonards,Southern,121,118,131,924,901
353700,Harbourside,Southern,masked,masked,masked,masked,masked
353800,Fernhill,Southern,136,131,148,919,885
353900,Otago Peninsula,Southern,101,99,115,878,861
354000,Concord,Southern,106,98,116,914,845
354100,Calton Hill,Southern,113,110,128,883,859
354200,Caversham,Southern,200,190,225,889,844
354300,Hillside-Portsmouth Drive,Southern,masked,masked,masked,masked,masked
354400,Kew (Dunedin City),Southern,91,89,masked,>950,>950
354500,Corstorphine,Southern,137,128,153,895,837
354600,Forbury,Southern,122,111,130,938,854
354700,Bathgate Park,Southern,231,221,255,906,867
354800,St Clair,Southern,124,122,masked,>950,>950
354900,Waverley ,Southern,117,113,masked,>950,>950
355000,Macandrew Bay-Company Bay,Southern,72,72,masked,>950,>950
355100,Broad Bay-Portobello,Southern,76,73,masked,>950,>950
355200,St Kilda South,Southern,239,237,masked,>950,>950
355300,Musselburgh,Southern,101,98,masked,>950,>950
355400,Shiel Hill,Southern,70,70,masked,>950,>950
355500,St Kilda North,Southern,173,171,masked,>950,>950
355600,Andersons Bay,Southern,139,137,masked,>950,>950
355700,Tainui,Southern,102,99,110,927,900
355800,West Otago,Southern,139,134,157,885,854
355900,Tuapeka,Southern,75,74,93,806,796
356000,Clinton,Southern,59,55,76,776,724
356100,Clutha Valley,Southern,64,64,78,821,821
356200,Bruce,Southern,140,137,168,833,815
356300,Catlins,Southern,85,81,masked,>950,>950
356400,Milton,Southern,253,235,277,913,848
356500,Balclutha South,Southern,249,232,264,943,879
356600,Balclutha North,Southern,122,118,masked,>950,>950
356700,Benhar-Stirling,Southern,masked,masked,masked,masked,masked
356800,Kaitangata-Matau,Southern,134,126,masked,>950,>950
357000,Fiordland,Southern,masked,masked,masked,masked,masked
357300,Mararoa,Southern,45,44,54,833,815
357500,Te Anau,Southern,137,134,162,846,827
357600,Whitestone,Southern,masked,masked,masked,masked,masked
357700,Mossburn,Southern,60,57,72,833,792
357900,Longwood Forest,Southern,133,127,155,858,819
358000,Ohai-Nightcaps,Southern,148,143,180,822,794
358100,Riversdale-Piano Flat,Southern,78,75,masked,>950,>950
358200,Lumsden-Balfour,Southern,57,54,66,864,818
358300,Oreti River,Southern,79,77,100,790,770
358400,Otautau,Southern,155,148,183,847,809
358500,Hedgehope,Southern,50,48,58,862,828
358600,Winton,Southern,158,156,174,908,897
358700,Waianiwa,Southern,42,42,47,894,894
358800,Riverton,Southern,170,164,204,833,804
358900,Wallacetown,Southern,64,61,masked,>950,>950
359000,Grove Bush,Southern,masked,masked,masked,masked,masked
359100,Edendale-Woodlands,Southern,133,125,153,869,817
359300,Stewart Island,Southern,43,43,48,896,896
359400,Awarua Plains,Southern,42,42,48,875,875
359500,Wyndham-Catlins,Southern,163,161,177,921,910
359600,Waikaka,Southern,43,41,51,843,804
359700,Waimumu-Kaiwera,Southern,masked,masked,masked,masked,masked
359800,Gore North,Southern,94,91,103,913,883
359900,Gore West,Southern,188,179,202,931,886
360000,East Gore,Southern,145,135,156,929,865
360100,Gore Central,Southern,masked,masked,masked,masked,masked
360200,Gore Main,Southern,65,62,71,915,873
360300,Gore South,Southern,51,49,66,773,742
360400,Mataura,Southern,334,320,353,946,907
360500,West Plains-Makarewa,Southern,123,118,134,918,881
360600,Prestonville-Grasmere,Southern,339,333,370,916,900
360700,Donovan Park,Southern,171,167,masked,>950,>950
360800,Myross Bush,Southern,60,60,masked,>950,>950
360900,Otatara,Southern,249,245,masked,>950,>950
361000,Invercargill Central,Southern,149,139,173,861,803
361100,Gladstone (Invercargill City),Southern,167,163,176,949,926
361200,Rosedale,Southern,109,105,masked,>950,>950
361300,Avenal,Southern,102,102,114,895,895
361400,Hargest,Southern,145,142,masked,>950,>950
361500,Windsor ,Southern,227,219,masked,>950,>950
361600,Richmond (Invercargill City),Southern,312,303,336,929,902
361700,Glengarry,Southern,305,292,347,879,841
361900,Turnbull Thompson Park,Southern,216,207,234,923,885
362000,Crinan,Southern,244,229,306,797,748
362100,Georgetown,Southern,277,261,349,794,748
362200,Kew (Invercargill City),Southern,283,261,330,858,791
362300,Kennington-Tisbury,Southern,128,126,masked,>950,>950
362400,Newfield,Southern,328,317,349,940,908
362500,Strathern,Southern,314,307,336,935,914
362600,Elizabeth Park,Southern,191,177,204,936,868
362700,Aurora,Southern,230,222,masked,>950,>950
362800,Moulson,Southern,187,182,masked,>950,>950
362900,Kingswell,Southern,264,250,288,917,868
363000,Clifton,Southern,274,260,305,898,852
363100,Woodend-Greenhills ,Southern,65,63,89,730,708
363300,Bluff,Southern,615,593,681,903,871

