Week ending,Group,DHB of residence,Dose number,# doses administered
2021-06-13,Group 3,Whanganui,1,1375
2021-06-13,Group 3,Whanganui,2,382
2021-06-13,Group 4,Auckland Metro,1,5222
2021-06-13,Group 4,Auckland Metro,2,1730
2021-06-13,Group 4,Bay of Plenty,1,155
2021-06-13,Group 4,Bay of Plenty,2,94
2021-06-13,Group 4,Canterbury,1,274
2021-06-13,Group 4,Canterbury,2,116
2021-06-13,Group 4,Capital & Coast and Hutt Valley,1,247
2021-06-13,Group 4,Capital & Coast and Hutt Valley,2,53
2021-06-13,Group 4,Hawkes Bay,1,610
2021-06-13,Group 4,Hawkes Bay,2,286
2021-06-13,Group 4,Lakes,1,196
2021-06-13,Group 4,Lakes,2,45
2021-06-13,Group 4,MidCentral,1,211
2021-06-13,Group 4,MidCentral,2,69
2021-06-13,Group 4,Nelson Marlborough,1,5
2021-06-13,Group 4,Nelson Marlborough,2,9
2021-06-13,Group 4,Northland,1,796
2021-06-13,Group 4,Northland,2,59
2021-06-13,Group 4,South Canterbury,1,217
2021-06-13,Group 4,South Canterbury,2,13
2021-06-13,Group 4,Southern,1,133
2021-06-13,Group 4,Southern,2,153
2021-06-13,Group 4,Tairawhiti,1,36
2021-06-13,Group 4,Tairawhiti,2,15
2021-06-13,Group 4,Taranaki,1,150
2021-06-13,Group 4,Taranaki,2,52
2021-06-13,Group 4,Waikato,1,281
2021-06-13,Group 4,Waikato,2,75
2021-06-13,Group 4,Wairarapa,1,17
2021-06-13,Group 4,Wairarapa,2,7
2021-06-13,Group 4,West Coast,1,25
2021-06-13,Group 4,West Coast,2,86
2021-06-13,Group 4,Whanganui,1,19
2021-06-13,Group 4,Whanganui,2,43
2021-06-20,Group 1,Auckland Metro,1,255
2021-06-20,Group 1,Auckland Metro,2,533
2021-06-20,Group 1,Bay of Plenty,1,23
2021-06-20,Group 1,Bay of Plenty,2,63
2021-06-20,Group 1,Canterbury,1,424
2021-06-20,Group 1,Canterbury,2,452
2021-06-20,Group 1,Capital & Coast and Hutt Valley,1,93
2021-06-20,Group 1,Capital & Coast and Hutt Valley,2,191
2021-06-20,Group 1,Hawkes Bay,1,5
2021-06-20,Group 1,Hawkes Bay,2,32
2021-06-20,Group 1,Lakes,1,20
2021-06-20,Group 1,Lakes,2,37
2021-06-20,Group 1,MidCentral,1,18
2021-06-20,Group 1,MidCentral,2,25
2021-06-20,Group 1,Nelson Marlborough,1,14
2021-06-20,Group 1,Nelson Marlborough,2,23
2021-06-20,Group 1,Northland,1,5
2021-06-20,Group 1,Northland,2,19
2021-06-20,Group 1,South Canterbury,1,7
2021-06-20,Group 1,South Canterbury,2,6
2021-06-20,Group 1,Southern,1,80
2021-06-20,Group 1,Southern,2,95
2021-06-20,Group 1,Tairawhiti,2,17
2021-06-20,Group 1,Taranaki,2,12
2021-06-20,Group 1,Waikato,1,28
2021-06-20,Group 1,Waikato,2,41
2021-06-20,Group 2,Auckland Metro,1,15965
2021-06-20,Group 2,Auckland Metro,2,10622
2021-06-20,Group 2,Bay of Plenty,1,858
2021-06-20,Group 2,Bay of Plenty,2,737
2021-06-20,Group 2,Canterbury,1,3495
2021-06-20,Group 2,Canterbury,2,3489
2021-06-20,Group 2,Capital & Coast and Hutt Valley,1,701
2021-06-20,Group 2,Capital & Coast and Hutt Valley,2,1113
2021-06-20,Group 2,Hawkes Bay,1,417
2021-06-20,Group 2,Hawkes Bay,2,310
2021-06-20,Group 2,Lakes,1,186
2021-06-20,Group 2,Lakes,2,516
2021-06-20,Group 2,MidCentral,1,672
2021-06-20,Group 2,MidCentral,2,2031
2021-06-20,Group 2,Nelson Marlborough,1,347
2021-06-20,Group 2,Nelson Marlborough,2,542
2021-06-20,Group 2,Northland,1,1133
2021-06-20,Group 2,Northland,2,566
2021-06-20,Group 2,Overseas / Unknown,1,12
2021-06-20,Group 2,Overseas / Unknown,2,11
2021-06-20,Group 2,South Canterbury,1,43
2021-06-20,Group 2,South Canterbury,2,171
2021-06-20,Group 2,Southern,1,1665
2021-06-20,Group 2,Southern,2,1702
2021-06-20,Group 2,Tairawhiti,1,325
2021-06-20,Group 2,Tairawhiti,2,118
2021-06-20,Group 2,Taranaki,1,297
2021-06-20,Group 2,Taranaki,2,358
2021-06-20,Group 2,Waikato,1,1733
2021-06-20,Group 2,Waikato,2,2365
2021-06-20,Group 2,Wairarapa,1,124
2021-06-20,Group 2,Wairarapa,2,46
2021-06-20,Group 2,West Coast,1,155
2021-06-20,Group 2,West Coast,2,233
2021-06-20,Group 2,Whanganui,1,97
2021-06-20,Group 2,Whanganui,2,205
2021-06-20,Group 3,Auckland Metro,1,9296
2021-06-20,Group 3,Auckland Metro,2,4742
2021-06-20,Group 3,Bay of Plenty,1,3111
2021-06-20,Group 3,Bay of Plenty,2,2625
2021-06-20,Group 3,Canterbury,1,1035
2021-06-20,Group 3,Canterbury,2,389
2021-06-20,Group 3,Capital & Coast and Hutt Valley,1,2288
2021-06-20,Group 3,Capital & Coast and Hutt Valley,2,1546
2021-06-20,Group 3,Hawkes Bay,1,1528
2021-06-20,Group 3,Hawkes Bay,2,1406
2021-06-20,Group 3,Lakes,1,1470
2021-06-20,Group 3,Lakes,2,1211
2021-06-20,Group 3,MidCentral,1,3342
2021-06-20,Group 3,MidCentral,2,705
2021-06-20,Group 3,Nelson Marlborough,1,1744
2021-06-20,Group 3,Nelson Marlborough,2,2204
2021-06-20,Group 3,Northland,1,1841
2021-06-20,Group 3,Northland,2,666
2021-06-20,Group 3,Overseas / Unknown,1,14
2021-06-20,Group 3,Overseas / Unknown,2,15
2021-06-20,Group 3,South Canterbury,1,1322
2021-06-20,Group 3,South Canterbury,2,92
2021-06-20,Group 3,Southern,1,3873
2021-06-20,Group 3,Southern,2,2354
2021-06-20,Group 3,Tairawhiti,1,725
2021-06-20,Group 3,Tairawhiti,2,398
2021-06-20,Group 3,Taranaki,1,864
2021-06-20,Group 3,Taranaki,2,250
2021-06-20,Group 3,Waikato,1,1449
2021-06-20,Group 3,Waikato,2,1264
2021-06-20,Group 3,Wairarapa,1,895
2021-06-20,Group 3,Wairarapa,2,296
2021-06-20,Group 3,West Coast,1,472
2021-06-20,Group 3,West Coast,2,572
2021-06-20,Group 3,Whanganui,1,782
2021-06-20,Group 3,Whanganui,2,648
2021-06-20,Group 4,Auckland Metro,1,4890
2021-06-20,Group 4,Auckland Metro,2,3790
2021-06-20,Group 4,Bay of Plenty,1,71
2021-06-20,Group 4,Bay of Plenty,2,141
2021-06-20,Group 4,Canterbury,1,179
2021-06-20,Group 4,Canterbury,2,146
2021-06-20,Group 4,Capital & Coast and Hutt Valley,1,720
2021-06-20,Group 4,Capital & Coast and Hutt Valley,2,139
2021-06-20,Group 4,Hawkes Bay,1,384
2021-06-20,Group 4,Hawkes Bay,2,698
2021-06-20,Group 4,Lakes,1,69
2021-06-20,Group 4,Lakes,2,212
2021-06-20,Group 4,MidCentral,1,342
2021-06-20,Group 4,MidCentral,2,167
2021-06-20,Group 4,Nelson Marlborough,1,8
2021-06-20,Group 4,Nelson Marlborough,2,33
2021-06-20,Group 4,Northland,1,556
2021-06-20,Group 4,Northland,2,351
2021-06-20,Group 4,Overseas / Unknown,1,8
2021-06-20,Group 4,Overseas / Unknown,2,5
2021-06-20,Group 4,South Canterbury,1,143
2021-06-20,Group 4,South Canterbury,2,46
2021-06-20,Group 4,Southern,1,134
2021-06-20,Group 4,Southern,2,156
2021-06-20,Group 4,Tairawhiti,1,78
2021-06-20,Group 4,Tairawhiti,2,212
2021-06-20,Group 4,Taranaki,1,241
2021-06-20,Group 4,Taranaki,2,63
2021-06-20,Group 4,Waikato,1,294
2021-06-20,Group 4,Waikato,2,305
2021-06-20,Group 4,Wairarapa,1,80
2021-06-20,Group 4,Wairarapa,2,14
2021-06-20,Group 4,West Coast,1,75
2021-06-20,Group 4,West Coast,2,41
2021-06-20,Group 4,Whanganui,1,14
2021-06-20,Group 4,Whanganui,2,111
2021-06-27,Group 1,Auckland Metro,1,312
2021-06-27,Group 1,Auckland Metro,2,542
2021-06-27,Group 1,Bay of Plenty,1,29
2021-06-27,Group 1,Bay of Plenty,2,39
2021-06-27,Group 1,Canterbury,1,356
2021-06-27,Group 1,Canterbury,2,437
2021-06-27,Group 1,Capital & Coast and Hutt Valley,1,52
2021-06-27,Group 1,Capital & Coast and Hutt Valley,2,115
2021-06-27,Group 1,Hawkes Bay,1,8
2021-06-27,Group 1,Hawkes Bay,2,12
2021-06-27,Group 1,Lakes,1,28
2021-06-27,Group 1,Lakes,2,29
2021-06-27,Group 1,MidCentral,1,5
2021-06-27,Group 1,MidCentral,2,39
2021-06-27,Group 1,Nelson Marlborough,1,10
2021-06-27,Group 1,Nelson Marlborough,2,17
2021-06-27,Group 1,Northland,2,6
2021-06-27,Group 1,Southern,1,40
2021-06-27,Group 1,Southern,2,96
2021-06-27,Group 1,Tairawhiti,2,5
2021-06-27,Group 1,Taranaki,1,6
2021-06-27,Group 1,Taranaki,2,27
2021-06-27,Group 1,Waikato,1,37
2021-06-27,Group 1,Waikato,2,40
2021-06-27,Group 2,Auckland Metro,1,14682
2021-06-27,Group 2,Auckland Metro,2,10950
2021-06-27,Group 2,Bay of Plenty,1,822
2021-06-27,Group 2,Bay of Plenty,2,1329
2021-06-27,Group 2,Canterbury,1,2865
2021-06-27,Group 2,Canterbury,2,2977
2021-06-27,Group 2,Capital & Coast and Hutt Valley,1,413
2021-06-27,Group 2,Capital & Coast and Hutt Valley,2,637
2021-06-27,Group 2,Hawkes Bay,1,117
2021-06-27,Group 2,Hawkes Bay,2,477
2021-06-27,Group 2,Lakes,1,258
2021-06-27,Group 2,Lakes,2,824
2021-06-27,Group 2,MidCentral,1,483
2021-06-27,Group 2,MidCentral,2,746
2021-06-27,Group 2,Nelson Marlborough,1,374
2021-06-27,Group 2,Nelson Marlborough,2,198
2021-06-27,Group 2,Northland,1,779
2021-06-27,Group 2,Northland,2,406
2021-06-27,Group 2,Overseas / Unknown,1,9
2021-06-27,Group 2,Overseas / Unknown,2,8
2021-06-27,Group 2,South Canterbury,1,55
2021-06-27,Group 2,South Canterbury,2,40
2021-06-27,Group 2,Southern,1,1428
2021-06-27,Group 2,Southern,2,1368
2021-06-27,Group 2,Tairawhiti,1,44
2021-06-27,Group 2,Tairawhiti,2,64
2021-06-27,Group 2,Taranaki,1,310
2021-06-27,Group 2,Taranaki,2,309
2021-06-27,Group 2,Waikato,1,1931
2021-06-27,Group 2,Waikato,2,1763
2021-06-27,Group 2,Wairarapa,1,79
2021-06-27,Group 2,Wairarapa,2,46
2021-06-27,Group 2,West Coast,1,47
2021-06-27,Group 2,West Coast,2,104
2021-06-27,Group 2,Whanganui,1,71
2021-06-27,Group 2,Whanganui,2,183
2021-06-27,Group 3,Auckland Metro,1,9523
2021-06-27,Group 3,Auckland Metro,2,7419
2021-06-27,Group 3,Bay of Plenty,1,2245
2021-06-27,Group 3,Bay of Plenty,2,3242
2021-06-27,Group 3,Canterbury,1,2486
2021-06-27,Group 3,Canterbury,2,727
2021-06-27,Group 3,Capital & Coast and Hutt Valley,1,2085
2021-06-27,Group 3,Capital & Coast and Hutt Valley,2,1701
2021-06-27,Group 3,Hawkes Bay,1,517
2021-06-27,Group 3,Hawkes Bay,2,2648
2021-06-27,Group 3,Lakes,1,1150
2021-06-27,Group 3,Lakes,2,1589
2021-06-27,Group 3,MidCentral,1,3824
2021-06-27,Group 3,MidCentral,2,1397
2021-06-27,Group 3,Nelson Marlborough,1,2099
2021-06-27,Group 3,Nelson Marlborough,2,1359
2021-06-27,Group 3,Northland,1,1411
2021-06-27,Group 3,Northland,2,1494
2021-06-27,Group 3,Overseas / Unknown,1,21
2021-06-27,Group 3,Overseas / Unknown,2,19
2021-06-27,Group 3,South Canterbury,1,148
2021-06-27,Group 3,South Canterbury,2,2054
2021-06-27,Group 3,Southern,1,2160
2021-06-27,Group 3,Southern,2,4563
2021-06-27,Group 3,Tairawhiti,1,500
2021-06-27,Group 3,Tairawhiti,2,488
2021-06-27,Group 3,Taranaki,1,780
2021-06-27,Group 3,Taranaki,2,283
2021-06-27,Group 3,Waikato,1,1443
2021-06-27,Group 3,Waikato,2,2029
2021-06-27,Group 3,Wairarapa,1,1139
2021-06-27,Group 3,Wairarapa,2,501
2021-06-27,Group 3,West Coast,1,525
2021-06-27,Group 3,West Coast,2,591
2021-06-27,Group 3,Whanganui,1,273
2021-06-27,Group 3,Whanganui,2,1429
2021-06-27,Group 4,Auckland Metro,1,6276
2021-06-27,Group 4,Auckland Metro,2,5175
2021-06-27,Group 4,Bay of Plenty,1,139
2021-06-27,Group 4,Bay of Plenty,2,175
2021-06-27,Group 4,Canterbury,1,402
2021-06-27,Group 4,Canterbury,2,289
2021-06-27,Group 4,Capital & Coast and Hutt Valley,1,551
2021-06-27,Group 4,Capital & Coast and Hutt Valley,2,130
2021-06-27,Group 4,Hawkes Bay,1,130
2021-06-27,Group 4,Hawkes Bay,2,737
2021-06-27,Group 4,Lakes,1,318
2021-06-27,Group 4,Lakes,2,137
2021-06-27,Group 4,MidCentral,1,314
2021-06-27,Group 4,MidCentral,2,238
2021-06-27,Group 4,Nelson Marlborough,1,20
2021-06-27,Group 4,Nelson Marlborough,2,71
2021-06-27,Group 4,Northland,1,431
2021-06-27,Group 4,Northland,2,497
2021-06-27,Group 4,Overseas / Unknown,2,8
2021-06-27,Group 4,South Canterbury,1,16
2021-06-27,Group 4,South Canterbury,2,86
2021-06-27,Group 4,Southern,1,67
2021-06-27,Group 4,Southern,2,263
2021-06-27,Group 4,Tairawhiti,1,23
2021-06-27,Group 4,Tairawhiti,2,131
2021-06-27,Group 4,Taranaki,1,143
2021-06-27,Group 4,Taranaki,2,28
2021-06-27,Group 4,Waikato,1,130
2021-06-27,Group 4,Waikato,2,484
2021-06-27,Group 4,Wairarapa,1,84
2021-06-27,Group 4,Wairarapa,2,18
2021-06-27,Group 4,West Coast,1,20
2021-06-27,Group 4,West Coast,2,91
2021-06-27,Group 4,Whanganui,1,18
2021-06-27,Group 4,Whanganui,2,65
2021-07-04,Group 1,Auckland Metro,1,219
2021-07-04,Group 1,Auckland Metro,2,413
2021-07-04,Group 1,Bay of Plenty,1,28
2021-07-04,Group 1,Bay of Plenty,2,30
2021-07-04,Group 1,Canterbury,1,141
2021-07-04,Group 1,Canterbury,2,249
2021-07-04,Group 1,Capital & Coast and Hutt Valley,1,72
2021-07-04,Group 1,Capital & Coast and Hutt Valley,2,82
2021-07-04,Group 1,Hawkes Bay,1,12
2021-07-04,Group 1,Hawkes Bay,2,8
2021-07-04,Group 1,Lakes,2,35
2021-07-04,Group 1,MidCentral,1,8
2021-07-04,Group 1,MidCentral,2,15
2021-07-04,Group 1,Nelson Marlborough,1,10
2021-07-04,Group 1,Nelson Marlborough,2,11
2021-07-04,Group 1,Northland,2,16
2021-07-04,Group 1,Southern,1,47
2021-07-04,Group 1,Southern,2,78
2021-07-04,Group 1,Taranaki,1,5
2021-07-04,Group 1,Taranaki,2,5
2021-07-04,Group 1,Waikato,1,41
2021-07-04,Group 1,Waikato,2,26
2021-07-04,Group 2,Auckland Metro,1,10657
2021-07-04,Group 2,Auckland Metro,2,9999
2021-07-04,Group 2,Bay of Plenty,1,531
2021-07-04,Group 2,Bay of Plenty,2,573
2021-07-04,Group 2,Canterbury,1,1922
2021-07-04,Group 2,Canterbury,2,2330
2021-07-04,Group 2,Capital & Coast and Hutt Valley,1,530
2021-07-04,Group 2,Capital & Coast and Hutt Valley,2,590
2021-07-04,Group 2,Hawkes Bay,1,219
2021-07-04,Group 2,Hawkes Bay,2,86
2021-07-04,Group 2,Lakes,1,153
2021-07-04,Group 2,Lakes,2,873
2021-07-04,Group 2,MidCentral,1,698
2021-07-04,Group 2,MidCentral,2,493
2021-07-04,Group 2,Nelson Marlborough,1,348
2021-07-04,Group 2,Nelson Marlborough,2,351
2021-07-04,Group 2,Northland,1,578
2021-07-04,Group 2,Northland,2,391
2021-07-04,Group 2,Overseas / Unknown,1,13
2021-07-04,Group 2,South Canterbury,1,45
2021-07-04,Group 2,South Canterbury,2,47
2021-07-04,Group 2,Southern,1,1544
2021-07-04,Group 2,Southern,2,1111
2021-07-04,Group 2,Tairawhiti,1,300
2021-07-04,Group 2,Tairawhiti,2,74
2021-07-04,Group 2,Taranaki,1,302
2021-07-04,Group 2,Taranaki,2,271
2021-07-04,Group 2,Waikato,1,2664
2021-07-04,Group 2,Waikato,2,1438
2021-07-04,Group 2,Wairarapa,1,114
2021-07-04,Group 2,Wairarapa,2,77
2021-07-04,Group 2,West Coast,1,58
2021-07-04,Group 2,West Coast,2,81
2021-07-04,Group 2,Whanganui,1,17
2021-07-04,Group 2,Whanganui,2,84
2021-07-04,Group 3,Auckland Metro,1,9716
2021-07-04,Group 3,Auckland Metro,2,6670
2021-07-04,Group 3,Bay of Plenty,1,2530
2021-07-04,Group 3,Bay of Plenty,2,2304
2021-07-04,Group 3,Canterbury,1,3033
2021-07-04,Group 3,Canterbury,2,884
2021-07-04,Group 3,Capital & Coast and Hutt Valley,1,2323
2021-07-04,Group 3,Capital & Coast and Hutt Valley,2,1532
2021-07-04,Group 3,Hawkes Bay,1,709
2021-07-04,Group 3,Hawkes Bay,2,2088
2021-07-04,Group 3,Lakes,1,741
2021-07-04,Group 3,Lakes,2,1268
2021-07-04,Group 3,MidCentral,1,3741
2021-07-04,Group 3,MidCentral,2,1223
2021-07-04,Group 3,Nelson Marlborough,1,1486
2021-07-04,Group 3,Nelson Marlborough,2,2422
2021-07-04,Group 3,Northland,1,1646
2021-07-04,Group 3,Northland,2,1267
2021-07-04,Group 3,Overseas / Unknown,1,10
2021-07-04,Group 3,Overseas / Unknown,2,32
2021-07-04,Group 3,South Canterbury,1,268
2021-07-04,Group 3,South Canterbury,2,1234
2021-07-04,Group 3,Southern,1,2808
2021-07-04,Group 3,Southern,2,2406
2021-07-04,Group 3,Tairawhiti,1,491
2021-07-04,Group 3,Tairawhiti,2,560
2021-07-04,Group 3,Taranaki,1,1026
2021-07-04,Group 3,Taranaki,2,437
2021-07-04,Group 3,Waikato,1,2044
2021-07-04,Group 3,Waikato,2,1500
2021-07-04,Group 3,Wairarapa,1,1086
2021-07-04,Group 3,Wairarapa,2,281
2021-07-04,Group 3,West Coast,1,676
2021-07-04,Group 3,West Coast,2,325
2021-07-04,Group 3,Whanganui,1,188
2021-07-04,Group 3,Whanganui,2,1253
2021-07-04,Group 4,Auckland Metro,1,7167
2021-07-04,Group 4,Auckland Metro,2,4700
2021-07-04,Group 4,Bay of Plenty,1,149
2021-07-04,Group 4,Bay of Plenty,2,125
2021-07-04,Group 4,Canterbury,1,1049
2021-07-04,Group 4,Canterbury,2,281
2021-07-04,Group 4,Capital & Coast and Hutt Valley,1,707
2021-07-04,Group 4,Capital & Coast and Hutt Valley,2,206
2021-07-04,Group 4,Hawkes Bay,1,475
2021-07-04,Group 4,Hawkes Bay,2,430
2021-07-04,Group 4,Lakes,1,518
2021-07-04,Group 4,Lakes,2,100
2021-07-04,Group 4,MidCentral,1,490
2021-07-04,Group 4,MidCentral,2,180
2021-07-04,Group 4,Nelson Marlborough,1,30
2021-07-04,Group 4,Nelson Marlborough,2,8
2021-07-04,Group 4,Northland,1,408
2021-07-04,Group 4,Northland,2,326
2021-07-04,Group 4,Overseas / Unknown,1,10
2021-07-04,Group 4,South Canterbury,1,10
2021-07-04,Group 4,South Canterbury,2,208
2021-07-04,Group 4,Southern,1,144
2021-07-04,Group 4,Southern,2,175
2021-07-04,Group 4,Tairawhiti,1,29
2021-07-04,Group 4,Tairawhiti,2,31
2021-07-04,Group 4,Taranaki,1,84
2021-07-04,Group 4,Taranaki,2,96
2021-07-04,Group 4,Waikato,1,264
2021-07-04,Group 4,Waikato,2,308
2021-07-04,Group 4,Wairarapa,1,128
2021-07-04,Group 4,Wairarapa,2,16
2021-07-04,Group 4,West Coast,1,73
2021-07-04,Group 4,West Coast,2,36
2021-07-04,Group 4,Whanganui,1,25
2021-07-04,Group 4,Whanganui,2,32
2021-07-11,Group 1,Auckland Metro,1,225
2021-07-11,Group 1,Auckland Metro,2,302
2021-07-11,Group 1,Bay of Plenty,1,14
2021-07-11,Group 1,Bay of Plenty,2,32
2021-07-11,Group 1,Canterbury,1,179
2021-07-11,Group 1,Canterbury,2,396
2021-07-11,Group 1,Capital & Coast and Hutt Valley,1,88
2021-07-11,Group 1,Capital & Coast and Hutt Valley,2,87
2021-07-11,Group 1,Hawkes Bay,1,6
2021-07-11,Group 1,Hawkes Bay,2,10
2021-07-11,Group 1,Lakes,1,13
2021-07-11,Group 1,Lakes,2,79
2021-07-11,Group 1,MidCentral,2,17
2021-07-11,Group 1,Nelson Marlborough,1,9
2021-07-11,Group 1,Nelson Marlborough,2,20
2021-07-11,Group 1,Northland,2,10
2021-07-11,Group 1,South Canterbury,1,9
2021-07-11,Group 1,Southern,1,25
2021-07-11,Group 1,Southern,2,74
2021-07-11,Group 1,Waikato,1,22
2021-07-11,Group 1,Waikato,2,34
2021-07-11,Group 2,Auckland Metro,1,8370
2021-07-11,Group 2,Auckland Metro,2,12393
2021-07-11,Group 2,Bay of Plenty,1,428
2021-07-11,Group 2,Bay of Plenty,2,631
2021-07-11,Group 2,Canterbury,1,668
2021-07-11,Group 2,Canterbury,2,2796
2021-07-11,Group 2,Capital & Coast and Hutt Valley,1,634
2021-07-11,Group 2,Capital & Coast and Hutt Valley,2,653
2021-07-11,Group 2,Hawkes Bay,1,112
2021-07-11,Group 2,Hawkes Bay,2,349
2021-07-11,Group 2,Lakes,1,81
2021-07-11,Group 2,Lakes,2,384
2021-07-11,Group 2,MidCentral,1,446
2021-07-11,Group 2,MidCentral,2,678
2021-07-11,Group 2,Nelson Marlborough,1,314
2021-07-11,Group 2,Nelson Marlborough,2,210
2021-07-11,Group 2,Northland,1,345
2021-07-11,Group 2,Northland,2,984
2021-07-11,Group 2,Overseas / Unknown,1,7
2021-07-11,Group 2,Overseas / Unknown,2,7
2021-07-11,Group 2,South Canterbury,1,46
2021-07-11,Group 2,South Canterbury,2,49
2021-07-11,Group 2,Southern,1,1072
2021-07-11,Group 2,Southern,2,1400
2021-07-11,Group 2,Tairawhiti,1,42
2021-07-11,Group 2,Tairawhiti,2,329
2021-07-11,Group 2,Taranaki,1,109
2021-07-11,Group 2,Taranaki,2,192
2021-07-11,Group 2,Waikato,1,1536
2021-07-11,Group 2,Waikato,2,1946
2021-07-11,Group 2,Wairarapa,1,52
2021-07-11,Group 2,Wairarapa,2,79
2021-07-11,Group 2,West Coast,1,31
2021-07-11,Group 2,West Coast,2,125
2021-07-11,Group 2,Whanganui,1,13
2021-07-11,Group 2,Whanganui,2,48
2021-07-11,Group 3,Auckland Metro,1,10920
2021-07-11,Group 3,Auckland Metro,2,6431
2021-07-11,Group 3,Bay of Plenty,1,2155
2021-07-11,Group 3,Bay of Plenty,2,2824
2021-07-11,Group 3,Canterbury,1,4938
2021-07-11,Group 3,Canterbury,2,1071
2021-07-11,Group 3,Capital & Coast and Hutt Valley,1,3186
2021-07-11,Group 3,Capital & Coast and Hutt Valley,2,1878
2021-07-11,Group 3,Hawkes Bay,1,728
2021-07-11,Group 3,Hawkes Bay,2,1169
2021-07-11,Group 3,Lakes,1,902
2021-07-11,Group 3,Lakes,2,1640
2021-07-11,Group 3,MidCentral,1,3080
2021-07-11,Group 3,MidCentral,2,3169
2021-07-11,Group 3,Nelson Marlborough,1,2420
2021-07-11,Group 3,Nelson Marlborough,2,1860
2021-07-11,Group 3,Northland,1,1201
2021-07-11,Group 3,Northland,2,1822
2021-07-11,Group 3,Overseas / Unknown,1,8
2021-07-11,Group 3,Overseas / Unknown,2,9
2021-07-11,Group 3,South Canterbury,1,298
2021-07-11,Group 3,South Canterbury,2,1214
2021-07-11,Group 3,Southern,1,2067
2021-07-11,Group 3,Southern,2,3740
2021-07-11,Group 3,Tairawhiti,1,412
2021-07-11,Group 3,Tairawhiti,2,647
2021-07-11,Group 3,Taranaki,1,733
2021-07-11,Group 3,Taranaki,2,652
2021-07-11,Group 3,Waikato,1,2127
2021-07-11,Group 3,Waikato,2,1575
2021-07-11,Group 3,Wairarapa,1,1307
2021-07-11,Group 3,Wairarapa,2,967
2021-07-11,Group 3,West Coast,1,462
2021-07-11,Group 3,West Coast,2,408
2021-07-11,Group 3,Whanganui,1,444
2021-07-11,Group 3,Whanganui,2,276
2021-07-11,Group 4,Auckland Metro,1,8228
2021-07-11,Group 4,Auckland Metro,2,4519
2021-07-11,Group 4,Bay of Plenty,1,150
2021-07-11,Group 4,Bay of Plenty,2,101
2021-07-11,Group 4,Canterbury,1,951
2021-07-11,Group 4,Canterbury,2,181
2021-07-11,Group 4,Capital & Coast and Hutt Valley,1,591
2021-07-11,Group 4,Capital & Coast and Hutt Valley,2,513
2021-07-11,Group 4,Hawkes Bay,1,370
2021-07-11,Group 4,Hawkes Bay,2,249
2021-07-11,Group 4,Lakes,1,410
2021-07-11,Group 4,Lakes,2,144
2021-07-11,Group 4,MidCentral,1,428
2021-07-11,Group 4,MidCentral,2,328
2021-07-11,Group 4,Nelson Marlborough,1,326
2021-07-11,Group 4,Nelson Marlborough,2,17
2021-07-11,Group 4,Northland,1,513
2021-07-11,Group 4,Northland,2,616
2021-07-11,Group 4,Overseas / Unknown,2,5
2021-07-11,Group 4,South Canterbury,1,20
2021-07-11,Group 4,South Canterbury,2,130
2021-07-11,Group 4,Southern,1,585
2021-07-11,Group 4,Southern,2,127
2021-07-11,Group 4,Tairawhiti,1,40
2021-07-11,Group 4,Tairawhiti,2,58
2021-07-11,Group 4,Taranaki,1,147
2021-07-11,Group 4,Taranaki,2,215
2021-07-11,Group 4,Waikato,1,301
2021-07-11,Group 4,Waikato,2,221
2021-07-11,Group 4,Wairarapa,1,311
2021-07-11,Group 4,Wairarapa,2,77
2021-07-11,Group 4,West Coast,1,325
2021-07-11,Group 4,West Coast,2,71
2021-07-11,Group 4,Whanganui,1,202
2021-07-11,Group 4,Whanganui,2,11
2021-07-18,Group 1,Auckland Metro,1,233
2021-07-18,Group 1,Auckland Metro,2,346
2021-07-18,Group 1,Bay of Plenty,1,26
2021-07-18,Group 1,Bay of Plenty,2,39
2021-07-18,Group 1,Canterbury,1,81
2021-07-18,Group 1,Canterbury,2,279
2021-07-18,Group 1,Capital & Coast and Hutt Valley,1,64
2021-07-18,Group 1,Capital & Coast and Hutt Valley,2,75
2021-07-18,Group 1,Hawkes Bay,1,7
2021-07-18,Group 1,Hawkes Bay,2,10
2021-07-18,Group 1,Lakes,1,5
2021-07-18,Group 1,Lakes,2,37
2021-07-18,Group 1,MidCentral,1,5
2021-07-18,Group 1,MidCentral,2,8
2021-07-18,Group 1,Nelson Marlborough,1,12
2021-07-18,Group 1,Nelson Marlborough,2,13
2021-07-18,Group 1,Northland,1,8
2021-07-18,Group 1,Northland,2,8
2021-07-18,Group 1,Southern,1,12
2021-07-18,Group 1,Southern,2,47
2021-07-18,Group 1,Waikato,1,12
2021-07-18,Group 1,Waikato,2,39
2021-07-18,Group 2,Auckland Metro,1,8740
2021-07-18,Group 2,Auckland Metro,2,13911
2021-07-18,Group 2,Bay of Plenty,1,974
2021-07-18,Group 2,Bay of Plenty,2,802
2021-07-18,Group 2,Canterbury,1,746
2021-07-18,Group 2,Canterbury,2,2594
2021-07-18,Group 2,Capital & Coast and Hutt Valley,1,335
2021-07-18,Group 2,Capital & Coast and Hutt Valley,2,463
2021-07-18,Group 2,Hawkes Bay,1,133
2021-07-18,Group 2,Hawkes Bay,2,322
2021-07-18,Group 2,Lakes,1,129
2021-07-18,Group 2,Lakes,2,249
2021-07-18,Group 2,MidCentral,1,401
2021-07-18,Group 2,MidCentral,2,529
